location,date,transportation_type,Value,E3_Fiscal measures,E4_International support,StringencyIndex,GovernmentResponseIndex,ContainmentHealthIndex,EconomicSupportIndex,total_cases_per_million,new_cases_smoothed_per_million,new_deaths_smoothed_per_million,reproduction_rate,positive_rate,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,population_density,gdp_per_capita,extreme_poverty,hospital_beds_per_thousand,DayName,weekend_days,is_holiday
Brazil,2020-01-13,driving,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monday,0,0
Brazil,2020-01-13,walking,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monday,0,0
Brazil,2020-01-14,driving,99.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tuesday,0,0
Brazil,2020-01-14,walking,106.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tuesday,0,0
Brazil,2020-01-15,driving,100.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wednesday,0,0
Brazil,2020-01-15,walking,104.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wednesday,0,0
Brazil,2020-01-16,driving,101.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thursday,0,0
Brazil,2020-01-16,walking,99.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thursday,0,0
Brazil,2020-01-17,driving,113.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Friday,0,0
Brazil,2020-01-17,walking,104.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Friday,0,0
Brazil,2020-01-18,driving,114.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Saturday,1,0
Brazil,2020-01-18,walking,101.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Saturday,1,0
Brazil,2020-01-19,driving,91.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunday,1,0
Brazil,2020-01-19,walking,69.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunday,1,0
Brazil,2020-01-20,driving,97.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monday,0,0
Brazil,2020-01-20,walking,97.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monday,0,0
Brazil,2020-01-21,driving,98.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tuesday,0,0
Brazil,2020-01-21,walking,105.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tuesday,0,0
Brazil,2020-01-22,driving,97.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wednesday,0,0
Brazil,2020-01-22,walking,102.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wednesday,0,0
Brazil,2020-01-23,driving,98.51,0,0,0,2.08,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thursday,0,0
Brazil,2020-01-23,walking,95.88,0,0,0,2.08,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thursday,0,0
Brazil,2020-01-24,driving,109.53,0,0,0,2.08,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Friday,0,0
Brazil,2020-01-24,walking,104.74,0,0,0,2.08,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Friday,0,0
Brazil,2020-01-25,driving,111.8,0,0,0,2.08,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Saturday,1,0
Brazil,2020-01-25,walking,101.07,0,0,0,2.08,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Saturday,1,0
Brazil,2020-01-26,driving,88.93,0,0,0,2.08,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunday,1,0
Brazil,2020-01-26,walking,69.38,0,0,0,2.08,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunday,1,0
Brazil,2020-01-27,driving,92.86,0,0,0,2.08,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monday,0,0
Brazil,2020-01-27,walking,98.41,0,0,0,2.08,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monday,0,0
Brazil,2020-01-28,driving,95.19,0,0,0,2.08,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tuesday,0,0
Brazil,2020-01-28,walking,102.94,0,0,0,2.08,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tuesday,0,0
Brazil,2020-01-29,driving,94.85,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wednesday,0,0
Brazil,2020-01-29,walking,101.02,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wednesday,0,0
Brazil,2020-01-30,driving,96.31,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thursday,0,0
Brazil,2020-01-30,walking,100.51,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thursday,0,0
Brazil,2020-01-31,driving,109.54,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Friday,0,0
Brazil,2020-01-31,walking,110.22,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Friday,0,0
Brazil,2020-02-01,driving,109.56,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Saturday,1,0
Brazil,2020-02-01,walking,95.63,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Saturday,1,0
Brazil,2020-02-02,driving,83.8,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunday,1,0
Brazil,2020-02-02,walking,65.06,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunday,1,0
Brazil,2020-02-03,driving,92.5,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monday,0,0
Brazil,2020-02-03,walking,97.15,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monday,0,0
Brazil,2020-02-04,driving,92.97,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tuesday,0,0
Brazil,2020-02-04,walking,104.11,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tuesday,0,0
Brazil,2020-02-05,driving,93.75,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wednesday,0,0
Brazil,2020-02-05,walking,103.31,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wednesday,0,0
Brazil,2020-02-06,driving,96.35,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thursday,0,0
Brazil,2020-02-06,walking,104.21,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thursday,0,0
Brazil,2020-02-07,driving,114.55,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Friday,0,0
Brazil,2020-02-07,walking,120.32,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Friday,0,0
Brazil,2020-02-08,driving,117.52,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Saturday,1,0
Brazil,2020-02-08,walking,114.78,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Saturday,1,0
Brazil,2020-02-09,driving,86.93,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunday,1,0
Brazil,2020-02-09,walking,70.93,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunday,1,0
Brazil,2020-02-10,driving,99.25,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monday,0,0
Brazil,2020-02-10,walking,101.06,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monday,0,0
Brazil,2020-02-11,driving,95.71,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tuesday,0,0
Brazil,2020-02-11,walking,106.71,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tuesday,0,0
Brazil,2020-02-12,driving,98.43,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wednesday,0,0
Brazil,2020-02-12,walking,110.43,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wednesday,0,0
Brazil,2020-02-13,driving,98.92,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thursday,0,0
Brazil,2020-02-13,walking,113.33,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thursday,0,0
Brazil,2020-02-14,driving,115.44,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Friday,0,0
Brazil,2020-02-14,walking,126.08,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Friday,0,0
Brazil,2020-02-15,driving,123.46,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Saturday,1,0
Brazil,2020-02-15,walking,135.5,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Saturday,1,0
Brazil,2020-02-16,driving,92.31,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunday,1,0
Brazil,2020-02-16,walking,97.46,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunday,1,0
Brazil,2020-02-17,driving,95.54,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monday,0,0
Brazil,2020-02-17,walking,109.05,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monday,0,0
Brazil,2020-02-18,driving,99.59,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tuesday,0,0
Brazil,2020-02-18,walking,115.3,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tuesday,0,0
Brazil,2020-02-19,driving,102.06,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wednesday,0,0
Brazil,2020-02-19,walking,116.07,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wednesday,0,0
Brazil,2020-02-20,driving,109.38,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thursday,0,0
Brazil,2020-02-20,walking,121.05,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thursday,0,0
Brazil,2020-02-21,driving,141.63,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Friday,0,0
Brazil,2020-02-21,walking,137.47,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Friday,0,0
Brazil,2020-02-22,driving,140.3,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Saturday,1,0
Brazil,2020-02-22,walking,171.31,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Saturday,1,0
Brazil,2020-02-23,driving,103.13,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunday,1,0
Brazil,2020-02-23,walking,153.25,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunday,1,0
Brazil,2020-02-24,driving,102.5,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monday,0,0
Brazil,2020-02-24,walking,137.77,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monday,0,0
Brazil,2020-02-25,driving,99.46,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tuesday,0,1
Brazil,2020-02-25,walking,114.5,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tuesday,0,1
Brazil,2020-02-26,driving,92.81,0,0,5.56,5.21,5.95,0,0.005,0,0,0,0,0,0,0,0,25.04,14103.452,3.4,2.2,Wednesday,0,0
Brazil,2020-02-26,walking,82.66,0,0,5.56,5.21,5.95,0,0.005,0,0,0,0,0,0,0,0,25.04,14103.452,3.4,2.2,Wednesday,0,0
Brazil,2020-02-27,driving,91.16,0,0,5.56,5.21,5.95,0,0.005,0,0,0,0,0,0,0,0,25.04,14103.452,3.4,2.2,Thursday,0,0
Brazil,2020-02-27,walking,99.98,0,0,5.56,5.21,5.95,0,0.005,0,0,0,0,0,0,0,0,25.04,14103.452,3.4,2.2,Thursday,0,0
Brazil,2020-02-28,driving,101.9,0,0,5.56,5.21,5.95,0,0.005,0,0,0,0,0,0,0,0,25.04,14103.452,3.4,2.2,Friday,0,0
Brazil,2020-02-28,walking,109.09,0,0,5.56,5.21,5.95,0,0.005,0,0,0,0,0,0,0,0,25.04,14103.452,3.4,2.2,Friday,0,0
Brazil,2020-02-29,driving,107.46,0,0,5.56,5.21,5.95,0,0.009,0,0,0,0,0,0,0,0,25.04,14103.452,3.4,2.2,Saturday,1,0
Brazil,2020-02-29,walking,106.38,0,0,5.56,5.21,5.95,0,0.009,0,0,0,0,0,0,0,0,25.04,14103.452,3.4,2.2,Saturday,1,0
Brazil,2020-03-01,driving,77.97,0,0,5.56,5.21,5.95,0,0.009,0,0,0,0,0,0,0,0,25.04,14103.452,3.4,2.2,Sunday,1,0
Brazil,2020-03-01,walking,67.92,0,0,5.56,5.21,5.95,0,0.009,0,0,0,0,0,0,0,0,25.04,14103.452,3.4,2.2,Sunday,1,0
Brazil,2020-03-02,driving,88.51,0,0,11.11,9.11,10.42,0,0.009,0.001,0,0,0,0,0,0,0,25.04,14103.452,3.4,2.2,Monday,0,0
Brazil,2020-03-02,walking,100.58,0,0,11.11,9.11,10.42,0,0.009,0.001,0,0,0,0,0,0,0,25.04,14103.452,3.4,2.2,Monday,0,0
Brazil,2020-03-03,driving,90.22,0,0,11.11,9.11,10.42,0,0.009,0.001,0,0,0,0,0,0,0,25.04,14103.452,3.4,2.2,Tuesday,0,0
Brazil,2020-03-03,walking,107.55,0,0,11.11,9.11,10.42,0,0.009,0.001,0,0,0,0,0,0,0,25.04,14103.452,3.4,2.2,Tuesday,0,0
Brazil,2020-03-04,driving,92.18,0,0,11.11,9.11,10.42,0,0.019,0.002,0,0,0,0,0,0,0,25.04,14103.452,3.4,2.2,Wednesday,0,0
Brazil,2020-03-04,walking,109.92,0,0,11.11,9.11,10.42,0,0.019,0.002,0,0,0,0,0,0,0,25.04,14103.452,3.4,2.2,Wednesday,0,0
Brazil,2020-03-05,driving,95.49,0,0,11.11,9.11,10.42,0,0.019,0.002,0,0,0,0,0,0,0,25.04,14103.452,3.4,2.2,Thursday,0,0
Brazil,2020-03-05,walking,112.18,0,0,11.11,9.11,10.42,0,0.019,0.002,0,0,0,0,0,0,0,25.04,14103.452,3.4,2.2,Thursday,0,0
Brazil,2020-03-06,driving,110.82,0,0,11.11,9.11,10.42,0,0.061,0.008,0,0,0,0,0,0,0,25.04,14103.452,3.4,2.2,Friday,0,0
Brazil,2020-03-06,walking,122.93,0,0,11.11,9.11,10.42,0,0.061,0.008,0,0,0,0,0,0,0,25.04,14103.452,3.4,2.2,Friday,0,0
Brazil,2020-03-07,driving,118.71,0,0,11.11,9.11,10.42,0,0.061,0.007,0,0,0,0,0,0,0,25.04,14103.452,3.4,2.2,Saturday,1,0
Brazil,2020-03-07,walking,117.49,0,0,11.11,9.11,10.42,0,0.061,0.007,0,0,0,0,0,0,0,25.04,14103.452,3.4,2.2,Saturday,1,0
Brazil,2020-03-08,driving,82.64,0,0,11.11,9.11,10.42,0,0.094,0.012,0,0,0,0,0,0,0,25.04,14103.452,3.4,2.2,Sunday,1,0
Brazil,2020-03-08,walking,70.22,0,0,11.11,9.11,10.42,0,0.094,0.012,0,0,0,0,0,0,0,25.04,14103.452,3.4,2.2,Sunday,1,0
Brazil,2020-03-09,driving,90.32,0,0,11.11,9.11,10.42,0,0.118,0.015,0,0,0,0,0,0,0,25.04,14103.452,3.4,2.2,Monday,0,0
Brazil,2020-03-09,walking,106.53,0,0,11.11,9.11,10.42,0,0.118,0.015,0,0,0,0,0,0,0,25.04,14103.452,3.4,2.2,Monday,0,0
Brazil,2020-03-10,driving,92.92,0,0,11.11,9.11,10.42,0,0.146,0.019,0,0,0,0,0,0,0,25.04,14103.452,3.4,2.2,Tuesday,0,0
Brazil,2020-03-10,walking,110.43,0,0,11.11,9.11,10.42,0,0.146,0.019,0,0,0,0,0,0,0,25.04,14103.452,3.4,2.2,Tuesday,0,0
Brazil,2020-03-11,driving,92.58,0,0,11.11,9.11,10.42,0,0.179,0.023,0,0,0,0,0,0,0,25.04,14103.452,3.4,2.2,Wednesday,0,0
Brazil,2020-03-11,walking,111.88,0,0,11.11,9.11,10.42,0,0.179,0.023,0,0,0,0,0,0,0,25.04,14103.452,3.4,2.2,Wednesday,0,0
Brazil,2020-03-12,driving,89.66,0,0,28.7,19.01,21.73,0,0.245,0.032,0,0,0,0,0,0,0,25.04,14103.452,3.4,2.2,Thursday,0,0
Brazil,2020-03-12,walking,105.51,0,0,28.7,19.01,21.73,0,0.245,0.032,0,0,0,0,0,0,0,25.04,14103.452,3.4,2.2,Thursday,0,0
Brazil,2020-03-13,driving,103.57,0,0,37.96,24.22,27.68,0,0.71,0.093,0,0,0,0,0,0,0,25.04,14103.452,3.4,2.2,Friday,0,0
Brazil,2020-03-13,walking,110.67,0,0,37.96,24.22,27.68,0,0.71,0.093,0,0,0,0,0,0,0,25.04,14103.452,3.4,2.2,Friday,0,0
Brazil,2020-03-14,driving,106.68,0,0,42.13,26.56,30.36,0,0.71,0.093,0,2.44,0,0,0,0,0,25.04,14103.452,3.4,2.2,Saturday,1,0
Brazil,2020-03-14,walking,99.18,0,0,42.13,26.56,30.36,0,0.71,0.093,0,2.44,0,0,0,0,0,25.04,14103.452,3.4,2.2,Saturday,1,0
Brazil,2020-03-15,driving,71.69,0,0,42.13,26.56,30.36,0,0.762,0.095,0,2.48,0,0,0,0,0,25.04,14103.452,3.4,2.2,Sunday,1,0
Brazil,2020-03-15,walking,58.05,0,0,42.13,26.56,30.36,0,0.762,0.095,0,2.48,0,0,0,0,0,25.04,14103.452,3.4,2.2,Sunday,1,0
Brazil,2020-03-16,driving,70.59,0,0,42.13,26.56,30.36,0,0.941,0.118,0,2.55,0,0,0,0,0,25.04,14103.452,3.4,2.2,Monday,0,0
Brazil,2020-03-16,walking,76.8,0,0,42.13,26.56,30.36,0,0.941,0.118,0,2.55,0,0,0,0,0,25.04,14103.452,3.4,2.2,Monday,0,0
Brazil,2020-03-17,driving,64.88,0,0,57.87,38.54,40.48,25,1.51,0.195,0.001,2.62,0,0,0,0,0,25.04,14103.452,3.4,2.2,Tuesday,0,0
Brazil,2020-03-17,walking,65.54,0,0,57.87,38.54,40.48,25,1.51,0.195,0.001,2.62,0,0,0,0,0,25.04,14103.452,3.4,2.2,Tuesday,0,0
Brazil,2020-03-18,driving,58.47,32243799400,0,60.65,40.1,42.26,25,1.75,0.224,0.002,2.64,0,0,0,0,0,25.04,14103.452,3.4,2.2,Wednesday,0,0
Brazil,2020-03-18,walking,54.89,32243799400,0,60.65,40.1,42.26,25,1.75,0.224,0.002,2.64,0,0,0,0,0,25.04,14103.452,3.4,2.2,Wednesday,0,0
Brazil,2020-03-19,driving,52.15,1943482646,0,66.2,43.23,45.83,25,2.922,0.382,0.004,2.67,0,0,0,0,0,25.04,14103.452,3.4,2.2,Thursday,0,0
Brazil,2020-03-19,walking,45.14,1943482646,0,66.2,43.23,45.83,25,2.922,0.382,0.004,2.67,0,0,0,0,0,25.04,14103.452,3.4,2.2,Thursday,0,0
Brazil,2020-03-20,driving,51.7,0,0,66.2,43.23,45.83,25,3.731,0.431,0.007,2.64,0,0,0,0,0,25.04,14103.452,3.4,2.2,Friday,0,0
Brazil,2020-03-20,walking,40.48,0,0,66.2,43.23,45.83,25,3.731,0.431,0.007,2.64,0,0,0,0,0,25.04,14103.452,3.4,2.2,Friday,0,0
Brazil,2020-03-21,driving,39.66,0,0,71.76,48.44,51.79,25,4.803,0.585,0.01,2.61,0,0,0,0,0,25.04,14103.452,3.4,2.2,Saturday,1,0
Brazil,2020-03-21,walking,29.89,0,0,71.76,48.44,51.79,25,4.803,0.585,0.01,2.61,0,0,0,0,0,25.04,14103.452,3.4,2.2,Saturday,1,0
Brazil,2020-03-22,driving,27.58,10862120914,0,71.76,50,53.57,25,7.273,0.93,0.017,2.56,0,0,0,0,0,25.04,14103.452,3.4,2.2,Sunday,1,0
Brazil,2020-03-22,walking,20.98,10862120914,0,71.76,50,53.57,25,7.273,0.93,0.017,2.56,0,0,0,0,0,25.04,14103.452,3.4,2.2,Sunday,1,0
Brazil,2020-03-23,driving,34.89,15641501267,0,71.76,50,53.57,25,9.052,1.159,0.023,2.46,0,0,0,0,0,25.04,14103.452,3.4,2.2,Monday,0,0
Brazil,2020-03-23,walking,27.37,15641501267,0,71.76,50,53.57,25,9.052,1.159,0.023,2.46,0,0,0,0,0,25.04,14103.452,3.4,2.2,Monday,0,0
Brazil,2020-03-24,driving,34.84,0,0,71.76,50,53.57,25,10.571,1.294,0.03,2.34,0,0,0,0,0,25.04,14103.452,3.4,2.2,Tuesday,0,0
Brazil,2020-03-24,walking,27.11,0,0,71.76,50,53.57,25,10.571,1.294,0.03,2.34,0,0,0,0,0,25.04,14103.452,3.4,2.2,Tuesday,0,0
Brazil,2020-03-25,driving,35.26,672417811,0,71.76,50,53.57,25,12.015,1.466,0.038,2.26,0,0,0,0,0,25.04,14103.452,3.4,2.2,Wednesday,0,0
Brazil,2020-03-25,walking,27.96,672417811,0,71.76,50,53.57,25,12.015,1.466,0.038,2.26,0,0,0,0,0,25.04,14103.452,3.4,2.2,Wednesday,0,0
Brazil,2020-03-26,driving,37.57,0,0,71.76,50,53.57,25,14.043,1.589,0.048,2.19,0,0,0,0,0,25.04,14103.452,3.4,2.2,Thursday,0,0
Brazil,2020-03-26,walking,28.91,0,0,71.76,50,53.57,25,14.043,1.589,0.048,2.19,0,0,0,0,0,25.04,14103.452,3.4,2.2,Thursday,0,0
Brazil,2020-03-27,driving,42.94,0,0,74.54,51.56,55.36,25,16.076,1.764,0.054,2.14,0,0,0,0,0,25.04,14103.452,3.4,2.2,Friday,0,0
Brazil,2020-03-27,walking,32.21,0,0,74.54,51.56,55.36,25,16.076,1.764,0.054,2.14,0,0,0,0,0,25.04,14103.452,3.4,2.2,Friday,0,0
Brazil,2020-03-28,driving,41.63,0,0,74.54,51.56,55.36,25,18.367,1.938,0.065,2.1,0,0,0,0,0,25.04,14103.452,3.4,2.2,Saturday,1,0
Brazil,2020-03-28,walking,31.1,0,0,74.54,51.56,55.36,25,18.367,1.938,0.065,2.1,0,0,0,0,0,25.04,14103.452,3.4,2.2,Saturday,1,0
Brazil,2020-03-29,driving,30.76,0,0,74.54,51.56,55.36,25,20.023,1.821,0.075,2.06,0,0,0,0,0,25.04,14103.452,3.4,2.2,Sunday,1,0
Brazil,2020-03-29,walking,22.26,0,0,74.54,51.56,55.36,25,20.023,1.821,0.075,2.06,0,0,0,0,0,25.04,14103.452,3.4,2.2,Sunday,1,0
Brazil,2020-03-30,driving,40.12,0,0,74.54,51.56,55.36,25,21.542,1.784,0.084,2.04,0,0,0,0,0,25.04,14103.452,3.4,2.2,Monday,0,0
Brazil,2020-03-30,walking,31.21,0,0,74.54,51.56,55.36,25,21.542,1.784,0.084,2.04,0,0,0,0,0,25.04,14103.452,3.4,2.2,Monday,0,0
Brazil,2020-03-31,driving,41.85,0,0,74.54,51.56,55.36,25,26.896,2.332,0.104,2.02,0,0,0,0,0,25.04,14103.452,3.4,2.2,Tuesday,0,0
Brazil,2020-03-31,walking,33.58,0,0,74.54,51.56,55.36,25,26.896,2.332,0.104,2.02,0,0,0,0,0,25.04,14103.452,3.4,2.2,Tuesday,0,0
Brazil,2020-04-01,driving,44.28,117839000000,0,74.54,57.81,62.5,25,32.16,2.878,0.122,1.99,0,0,0,0,0,25.04,14103.452,3.4,2.2,Wednesday,0,0
Brazil,2020-04-01,walking,35.29,117839000000,0,74.54,57.81,62.5,25,32.16,2.878,0.122,1.99,0,0,0,0,0,25.04,14103.452,3.4,2.2,Wednesday,0,0
Brazil,2020-04-02,driving,45.51,125175000,0,74.54,60.94,62.5,50,37.844,3.4,0.166,1.94,0,0,0,0,0,25.04,14103.452,3.4,2.2,Thursday,0,0
Brazil,2020-04-02,walking,35.66,125175000,0,74.54,60.94,62.5,50,37.844,3.4,0.166,1.94,0,0,0,0,0,25.04,14103.452,3.4,2.2,Thursday,0,0
Brazil,2020-04-03,driving,50.52,0,0,74.54,60.94,62.5,50,42.605,3.79,0.179,1.9,0,0,0,0,0,25.04,14103.452,3.4,2.2,Friday,0,0
Brazil,2020-04-03,walking,38.21,0,0,74.54,60.94,62.5,50,42.605,3.79,0.179,1.9,0,0,0,0,0,25.04,14103.452,3.4,2.2,Friday,0,0
Brazil,2020-04-04,driving,50.88,0,0,74.54,60.94,62.5,50,48.739,4.339,0.224,1.86,0,0,0,0,0,25.04,14103.452,3.4,2.2,Saturday,1,0
Brazil,2020-04-04,walking,36.27,0,0,74.54,60.94,62.5,50,48.739,4.339,0.224,1.86,0,0,0,0,0,25.04,14103.452,3.4,2.2,Saturday,1,0
Brazil,2020-04-05,driving,35.1,0,0,74.54,60.94,62.5,50,52.362,4.62,0.235,1.82,0,0,0,0,0,25.04,14103.452,3.4,2.2,Sunday,1,0
Brazil,2020-04-05,walking,25.8,0,0,74.54,60.94,62.5,50,52.362,4.62,0.235,1.82,0,0,0,0,0,25.04,14103.452,3.4,2.2,Sunday,1,0
Brazil,2020-04-06,driving,45.53,0,0,74.54,60.94,62.5,50,57.212,5.096,0.272,1.78,0,0,0,0,0,25.04,14103.452,3.4,2.2,Monday,0,0
Brazil,2020-04-06,walking,36.09,0,0,74.54,60.94,62.5,50,57.212,5.096,0.272,1.78,0,0,0,0,0,25.04,14103.452,3.4,2.2,Monday,0,0
Brazil,2020-04-07,driving,48.59,0,0,74.54,60.94,62.5,50,66.024,5.59,0.326,1.74,0,0,0,0,0,25.04,14103.452,3.4,2.2,Tuesday,0,0
Brazil,2020-04-07,walking,38.32,0,0,74.54,60.94,62.5,50,66.024,5.59,0.326,1.74,0,0,0,0,0,25.04,14103.452,3.4,2.2,Tuesday,0,0
Brazil,2020-04-08,driving,51.93,783527,0,74.54,60.94,62.5,50,76.073,6.273,0.389,1.71,0,0,0,0,0,25.04,14103.452,3.4,2.2,Wednesday,0,0
Brazil,2020-04-08,walking,40.39,783527,0,74.54,60.94,62.5,50,76.073,6.273,0.389,1.71,0,0,0,0,0,25.04,14103.452,3.4,2.2,Wednesday,0,0
