location,date,transportation_type,Value,E3_Fiscal measures,E4_International support,StringencyIndex,GovernmentResponseIndex,ContainmentHealthIndex,EconomicSupportIndex,total_cases_per_million,new_cases_smoothed_per_million,new_deaths_smoothed_per_million,reproduction_rate,positive_rate,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,population_density,gdp_per_capita,extreme_poverty,hospital_beds_per_thousand,DayName,weekend_days,is_holiday
Indonesia,2020-07-24,driving,107.33,0,0,62.5,52.86,56.85,25,348.847,6.418,0.37,1.05,0.132,0,0,0,0,145.725,11188.744,5.7,1.04,Friday,0,0
Indonesia,2020-07-24,walking,70.94,0,0,62.5,52.86,56.85,25,348.847,6.418,0.37,1.05,0.132,0,0,0,0,145.725,11188.744,5.7,1.04,Friday,0,0
Indonesia,2020-07-25,driving,117.71,0,0,62.5,52.86,56.85,25,355.677,6.478,0.365,1.05,0.135,0,0,0,0,145.725,11188.744,5.7,1.04,Saturday,1,0
Indonesia,2020-07-25,walking,80.95,0,0,62.5,52.86,56.85,25,355.677,6.478,0.365,1.05,0.135,0,0,0,0,145.725,11188.744,5.7,1.04,Saturday,1,0
Indonesia,2020-07-26,driving,93.5,0,0,62.5,52.86,56.85,25,361.132,6.402,0.333,1.05,0.137,0,0,0,0,145.725,11188.744,5.7,1.04,Sunday,1,0
Indonesia,2020-07-26,walking,64.99,0,0,62.5,52.86,56.85,25,361.132,6.402,0.333,1.05,0.137,0,0,0,0,145.725,11188.744,5.7,1.04,Sunday,1,0
Indonesia,2020-07-27,driving,86.35,0,0,62.5,52.86,56.85,25,366.707,6.314,0.313,1.06,0.148,0,0,0,0,145.725,11188.744,5.7,1.04,Monday,0,0
Indonesia,2020-07-27,walking,60.19,0,0,62.5,52.86,56.85,25,366.707,6.314,0.313,1.06,0.148,0,0,0,0,145.725,11188.744,5.7,1.04,Monday,0,0
Indonesia,2020-07-28,driving,88.31,0,0,62.5,52.86,56.85,25,373.098,6.362,0.303,1.07,0.174,0,0,0,0,145.725,11188.744,5.7,1.04,Tuesday,0,0
Indonesia,2020-07-28,walking,60.94,0,0,62.5,52.86,56.85,25,373.098,6.362,0.303,1.07,0.174,0,0,0,0,145.725,11188.744,5.7,1.04,Tuesday,0,0
Indonesia,2020-07-29,driving,88.44,0,0,62.5,52.86,56.85,25,381.802,6.623,0.269,1.07,0.139,0,0,0,0,145.725,11188.744,5.7,1.04,Wednesday,0,0
Indonesia,2020-07-29,walking,61.32,0,0,62.5,52.86,56.85,25,381.802,6.623,0.269,1.07,0.139,0,0,0,0,145.725,11188.744,5.7,1.04,Wednesday,0,0
Indonesia,2020-07-30,driving,99.62,0,0,62.5,52.86,56.85,25,388.763,6.622,0.252,1.05,0.136,0,0,0,0,145.725,11188.744,5.7,1.04,Thursday,0,0
Indonesia,2020-07-30,walking,63.5,0,0,62.5,52.86,56.85,25,388.763,6.622,0.252,1.05,0.136,0,0,0,0,145.725,11188.744,5.7,1.04,Thursday,0,0
Indonesia,2020-07-31,driving,104.82,0,0,62.5,52.86,56.85,25,396.222,6.768,0.243,1.04,0.145,0,0,0,0,145.725,11188.744,5.7,1.04,Friday,0,0
Indonesia,2020-07-31,walking,66.31,0,0,62.5,52.86,56.85,25,396.222,6.768,0.243,1.04,0.145,0,0,0,0,145.725,11188.744,5.7,1.04,Friday,0,0
Indonesia,2020-08-01,driving,127.29,0,0,62.5,52.86,56.85,25,401.925,6.607,0.25,1.03,0.146,0,0,0,0,145.725,11188.744,5.7,1.04,Saturday,1,0
Indonesia,2020-08-01,walking,80.21,0,0,62.5,52.86,56.85,25,401.925,6.607,0.25,1.03,0.146,0,0,0,0,145.725,11188.744,5.7,1.04,Saturday,1,0
Indonesia,2020-08-02,driving,108.23,0,0,62.5,52.86,56.85,25,407.479,6.621,0.238,1.03,0.148,0,0,0,0,145.725,11188.744,5.7,1.04,Sunday,1,0
Indonesia,2020-08-02,walking,68.4,0,0,62.5,52.86,56.85,25,407.479,6.621,0.238,1.03,0.148,0,0,0,0,145.725,11188.744,5.7,1.04,Sunday,1,0
Indonesia,2020-08-03,driving,93.44,0,0,62.5,52.86,56.85,25,413.617,6.701,0.242,1.04,0.139,0,0,0,0,145.725,11188.744,5.7,1.04,Monday,0,0
Indonesia,2020-08-03,walking,65.2,0,0,62.5,52.86,56.85,25,413.617,6.701,0.242,1.04,0.139,0,0,0,0,145.725,11188.744,5.7,1.04,Monday,0,0
Indonesia,2020-08-04,driving,93,0,0,62.5,52.86,56.85,25,420.644,6.792,0.254,1.05,0.13,0,0,0,0,145.725,11188.744,5.7,1.04,Tuesday,0,0
Indonesia,2020-08-04,walking,64.56,0,0,62.5,52.86,56.85,25,420.644,6.792,0.254,1.05,0.13,0,0,0,0,145.725,11188.744,5.7,1.04,Tuesday,0,0
Indonesia,2020-08-05,driving,95.09,0,0,62.5,52.86,56.85,25,427.279,6.497,0.249,1.05,0.152,0,0,0,0,145.725,11188.744,5.7,1.04,Wednesday,0,0
Indonesia,2020-08-05,walking,67.4,0,0,62.5,52.86,56.85,25,427.279,6.497,0.249,1.05,0.152,0,0,0,0,145.725,11188.744,5.7,1.04,Wednesday,0,0
Indonesia,2020-08-06,driving,94.81,0,0,62.5,52.86,56.85,25,434.16,6.485,0.242,1.06,0.155,0,0,0,0,145.725,11188.744,5.7,1.04,Thursday,0,0
Indonesia,2020-08-06,walking,64.77,0,0,62.5,52.86,56.85,25,434.16,6.485,0.242,1.06,0.155,0,0,0,0,145.725,11188.744,5.7,1.04,Thursday,0,0
Indonesia,2020-08-07,driving,120.02,0,0,62.5,52.86,56.85,25,443.201,6.711,0.241,1.08,0.151,0,0,0,0,145.725,11188.744,5.7,1.04,Friday,0,0
Indonesia,2020-08-07,walking,78.49,0,0,62.5,52.86,56.85,25,443.201,6.711,0.241,1.08,0.151,0,0,0,0,145.725,11188.744,5.7,1.04,Friday,0,0
Indonesia,2020-08-08,driving,132.71,0,0,62.5,52.86,56.85,25,451.526,7.086,0.243,1.08,0.155,0,0,0,0,145.725,11188.744,5.7,1.04,Saturday,1,0
Indonesia,2020-08-08,walking,87.13,0,0,62.5,52.86,56.85,25,451.526,7.086,0.243,1.08,0.155,0,0,0,0,145.725,11188.744,5.7,1.04,Saturday,1,0
Indonesia,2020-08-09,driving,101.11,0,0,62.5,52.86,56.85,25,458.447,7.281,0.254,1.06,0.154,0,0,0,0,145.725,11188.744,5.7,1.04,Sunday,1,0
Indonesia,2020-08-09,walking,68.27,0,0,62.5,52.86,56.85,25,458.447,7.281,0.254,1.06,0.154,0,0,0,0,145.725,11188.744,5.7,1.04,Sunday,1,0
Indonesia,2020-08-10,driving,92.9,0,0,62.5,52.86,56.85,25,464.614,7.285,0.242,1.05,0.154,0,0,0,0,145.725,11188.744,5.7,1.04,Monday,0,0
Indonesia,2020-08-10,walking,63.41,0,0,62.5,52.86,56.85,25,464.614,7.285,0.242,1.05,0.154,0,0,0,0,145.725,11188.744,5.7,1.04,Monday,0,0
Indonesia,2020-08-11,driving,86.91,0,0,59.72,51.3,55.06,25,470.804,7.166,0.228,1.04,0.152,0,0,0,0,145.725,11188.744,5.7,1.04,Tuesday,0,0
Indonesia,2020-08-11,walking,60.94,0,0,59.72,51.3,55.06,25,470.804,7.166,0.228,1.04,0.152,0,0,0,0,145.725,11188.744,5.7,1.04,Tuesday,0,0
Indonesia,2020-08-12,driving,90.39,0,0,59.72,51.3,55.06,25,477.904,7.232,0.236,1.04,0.155,0,0,0,0,145.725,11188.744,5.7,1.04,Wednesday,0,0
Indonesia,2020-08-12,walking,63.38,0,0,59.72,51.3,55.06,25,477.904,7.232,0.236,1.04,0.155,0,0,0,0,145.725,11188.744,5.7,1.04,Wednesday,0,0
Indonesia,2020-08-13,driving,91.1,0,0,59.72,51.3,55.06,25,485.574,7.345,0.233,1.05,0.155,0,0,0,0,145.725,11188.744,5.7,1.04,Thursday,0,0
Indonesia,2020-08-13,walking,61.37,0,0,59.72,51.3,55.06,25,485.574,7.345,0.233,1.05,0.155,0,0,0,0,145.725,11188.744,5.7,1.04,Thursday,0,0
Indonesia,2020-08-14,driving,119.9,0,0,59.72,51.3,55.06,25,494.009,7.258,0.224,1.06,0.158,0,0,0,0,145.725,11188.744,5.7,1.04,Friday,0,0
Indonesia,2020-08-14,walking,77.78,0,0,59.72,51.3,55.06,25,494.009,7.258,0.224,1.06,0.158,0,0,0,0,145.725,11188.744,5.7,1.04,Friday,0,0
Indonesia,2020-08-15,driving,141.39,0,0,59.72,51.3,55.06,25,502.582,7.294,0.216,1.06,0.157,0,0,0,0,145.725,11188.744,5.7,1.04,Saturday,1,0
Indonesia,2020-08-15,walking,89.16,0,0,59.72,51.3,55.06,25,502.582,7.294,0.216,1.06,0.157,0,0,0,0,145.725,11188.744,5.7,1.04,Saturday,1,0
Indonesia,2020-08-16,driving,117.96,0,0,59.72,51.3,55.06,25,510.19,7.392,0.223,1.05,0.159,0,0,0,0,145.725,11188.744,5.7,1.04,Sunday,1,0
Indonesia,2020-08-16,walking,75.47,0,0,59.72,51.3,55.06,25,510.19,7.392,0.223,1.05,0.159,0,0,0,0,145.725,11188.744,5.7,1.04,Sunday,1,0
Indonesia,2020-08-17,driving,100.08,0,0,59.72,51.3,55.06,25,516.848,7.462,0.231,1.04,0.17,0,0,0,0,145.725,11188.744,5.7,1.04,Monday,0,1
Indonesia,2020-08-17,walking,64.94,0,0,59.72,51.3,55.06,25,516.848,7.462,0.231,1.04,0.17,0,0,0,0,145.725,11188.744,5.7,1.04,Monday,0,1
Indonesia,2020-08-18,driving,91.41,0,0,59.72,51.3,55.06,25,522.964,7.451,0.237,1.03,0.172,0,0,0,0,145.725,11188.744,5.7,1.04,Tuesday,0,0
Indonesia,2020-08-18,walking,64.2,0,0,59.72,51.3,55.06,25,522.964,7.451,0.237,1.03,0.172,0,0,0,0,145.725,11188.744,5.7,1.04,Tuesday,0,0
Indonesia,2020-08-19,driving,110.03,0,0,59.72,51.3,55.06,25,529.918,7.431,0.231,1.03,0.169,0,0,0,0,145.725,11188.744,5.7,1.04,Wednesday,0,0
Indonesia,2020-08-19,walking,70.41,0,0,59.72,51.3,55.06,25,529.918,7.431,0.231,1.03,0.169,0,0,0,0,145.725,11188.744,5.7,1.04,Wednesday,0,0
Indonesia,2020-08-20,driving,107.43,0,0,59.72,51.3,55.06,25,538.202,7.518,0.235,1.04,0.169,0,0,0,0,145.725,11188.744,5.7,1.04,Thursday,0,0
Indonesia,2020-08-20,walking,68.26,0,0,59.72,51.3,55.06,25,538.202,7.518,0.235,1.04,0.169,0,0,0,0,145.725,11188.744,5.7,1.04,Thursday,0,0
Indonesia,2020-08-21,driving,114.79,0,0,59.72,51.3,55.06,25,546.234,7.461,0.25,1.05,0.161,0,0,0,0,145.725,11188.744,5.7,1.04,Friday,0,0
Indonesia,2020-08-21,walking,74.25,0,0,59.72,51.3,55.06,25,546.234,7.461,0.25,1.05,0.161,0,0,0,0,145.725,11188.744,5.7,1.04,Friday,0,0
Indonesia,2020-08-22,driving,121.98,0,0,59.72,51.3,55.06,25,553.875,7.328,0.273,1.07,0.153,0,0,0,0,145.725,11188.744,5.7,1.04,Saturday,1,0
Indonesia,2020-08-22,walking,78.48,0,0,59.72,51.3,55.06,25,553.875,7.328,0.273,1.07,0.153,0,0,0,0,145.725,11188.744,5.7,1.04,Saturday,1,0
Indonesia,2020-08-23,driving,94.65,0,0,59.72,51.3,55.06,25,561.323,7.305,0.277,1.09,0.142,0,0,0,0,145.725,11188.744,5.7,1.04,Sunday,1,0
Indonesia,2020-08-23,walking,64.71,0,0,59.72,51.3,55.06,25,561.323,7.305,0.277,1.09,0.142,0,0,0,0,145.725,11188.744,5.7,1.04,Sunday,1,0
Indonesia,2020-08-24,driving,86.3,0,0,59.72,51.3,55.06,25,568.185,7.334,0.288,1.11,0.131,0,0,0,0,145.725,11188.744,5.7,1.04,Monday,0,0
Indonesia,2020-08-24,walking,59.6,0,0,59.72,51.3,55.06,25,568.185,7.334,0.288,1.11,0.131,0,0,0,0,145.725,11188.744,5.7,1.04,Monday,0,0
Indonesia,2020-08-25,driving,87.65,0,0,59.72,51.3,55.06,25,577.131,7.738,0.303,1.14,0.134,0,0,0,0,145.725,11188.744,5.7,1.04,Tuesday,0,0
Indonesia,2020-08-25,walking,61.62,0,0,59.72,51.3,55.06,25,577.131,7.738,0.303,1.14,0.134,0,0,0,0,145.725,11188.744,5.7,1.04,Tuesday,0,0
Indonesia,2020-08-26,driving,88.29,0,0,59.72,51.3,55.06,25,585.562,7.949,0.312,1.16,0.144,0,0,0,0,145.725,11188.744,5.7,1.04,Wednesday,0,0
Indonesia,2020-08-26,walking,59.16,0,0,59.72,51.3,55.06,25,585.562,7.949,0.312,1.16,0.144,0,0,0,0,145.725,11188.744,5.7,1.04,Wednesday,0,0
Indonesia,2020-08-27,driving,87.78,0,0,59.72,51.3,55.06,25,595.502,8.186,0.337,1.18,0.156,0,0,0,0,145.725,11188.744,5.7,1.04,Thursday,0,0
Indonesia,2020-08-27,walking,62.5,0,0,59.72,51.3,55.06,25,595.502,8.186,0.337,1.18,0.156,0,0,0,0,145.725,11188.744,5.7,1.04,Thursday,0,0
Indonesia,2020-08-28,driving,111.67,0,0,59.72,51.3,55.06,25,606.481,8.607,0.349,1.2,0.156,0,0,0,0,145.725,11188.744,5.7,1.04,Friday,0,0
Indonesia,2020-08-28,walking,74.54,0,0,59.72,51.3,55.06,25,606.481,8.607,0.349,1.2,0.156,0,0,0,0,145.725,11188.744,5.7,1.04,Friday,0,0
Indonesia,2020-08-29,driving,128.15,0,0,59.72,51.3,55.06,25,618.575,9.243,0.348,1.21,0.167,0,0,0,0,145.725,11188.744,5.7,1.04,Saturday,1,0
Indonesia,2020-08-29,walking,86.07,0,0,59.72,51.3,55.06,25,618.575,9.243,0.348,1.21,0.167,0,0,0,0,145.725,11188.744,5.7,1.04,Saturday,1,0
Indonesia,2020-08-30,driving,98.58,0,0,59.72,51.3,55.06,25,629.024,9.672,0.346,1.2,0.166,0,0,0,0,145.725,11188.744,5.7,1.04,Sunday,1,0
Indonesia,2020-08-30,walking,66.17,0,0,59.72,51.3,55.06,25,629.024,9.672,0.346,1.2,0.166,0,0,0,0,145.725,11188.744,5.7,1.04,Sunday,1,0
Indonesia,2020-08-31,driving,87.53,0,0,59.72,51.3,55.06,25,639.053,10.124,0.344,1.2,0.182,0,0,0,0,145.725,11188.744,5.7,1.04,Monday,0,0
Indonesia,2020-08-31,walking,63.85,0,0,59.72,51.3,55.06,25,639.053,10.124,0.344,1.2,0.182,0,0,0,0,145.725,11188.744,5.7,1.04,Monday,0,0
Indonesia,2020-09-01,driving,87.6,0,0,59.72,51.3,55.06,25,649.198,10.295,0.338,1.19,0.187,0,0,0,0,145.725,11188.744,5.7,1.04,Tuesday,0,0
Indonesia,2020-09-01,walking,62.88,0,0,59.72,51.3,55.06,25,649.198,10.295,0.338,1.19,0.187,0,0,0,0,145.725,11188.744,5.7,1.04,Tuesday,0,0
Indonesia,2020-09-02,driving,87.84,0,0,59.72,51.3,55.06,25,660.44,10.697,0.351,1.18,0.186,0,0,0,0,145.725,11188.744,5.7,1.04,Wednesday,0,0
Indonesia,2020-09-02,walking,62.38,0,0,59.72,51.3,55.06,25,660.44,10.697,0.351,1.18,0.186,0,0,0,0,145.725,11188.744,5.7,1.04,Wednesday,0,0
Indonesia,2020-09-03,driving,89.11,0,0,59.72,51.3,55.06,25,673.682,11.169,0.358,1.17,0.152,0,0,0,0,145.725,11188.744,5.7,1.04,Thursday,0,0
Indonesia,2020-09-03,walking,63.38,0,0,59.72,51.3,55.06,25,673.682,11.169,0.358,1.17,0.152,0,0,0,0,145.725,11188.744,5.7,1.04,Thursday,0,0
Indonesia,2020-09-04,driving,112.85,0,0,59.72,52.86,55.06,37.5,685.634,11.307,0.346,1.16,0.157,0,0,0,0,145.725,11188.744,5.7,1.04,Friday,0,0
Indonesia,2020-09-04,walking,75.21,0,0,59.72,52.86,55.06,37.5,685.634,11.307,0.346,1.16,0.157,0,0,0,0,145.725,11188.744,5.7,1.04,Friday,0,0
Indonesia,2020-09-05,driving,130.29,0,0,59.72,52.86,55.06,37.5,697.07,11.213,0.355,1.15,0.157,0,0,0,0,145.725,11188.744,5.7,1.04,Saturday,1,0
Indonesia,2020-09-05,walking,87.76,0,0,59.72,52.86,55.06,37.5,697.07,11.213,0.355,1.15,0.157,0,0,0,0,145.725,11188.744,5.7,1.04,Saturday,1,0
Indonesia,2020-09-06,driving,100.32,0,0,59.72,52.86,55.06,37.5,709.661,11.52,0.356,1.14,0.169,0,0,0,0,145.725,11188.744,5.7,1.04,Sunday,1,0
Indonesia,2020-09-06,walking,67.22,0,0,59.72,52.86,55.06,37.5,709.661,11.52,0.356,1.14,0.169,0,0,0,0,145.725,11188.744,5.7,1.04,Sunday,1,0
Indonesia,2020-09-07,driving,89.25,0,0,59.72,52.86,55.06,37.5,720.19,11.591,0.372,1.14,0.164,0,0,0,0,145.725,11188.744,5.7,1.04,Monday,0,0
Indonesia,2020-09-07,walking,63.15,0,0,59.72,52.86,55.06,37.5,720.19,11.591,0.372,1.14,0.164,0,0,0,0,145.725,11188.744,5.7,1.04,Monday,0,0
Indonesia,2020-09-08,driving,87.25,0,0,59.72,52.86,55.06,37.5,731.326,11.733,0.379,1.13,0.174,0,0,0,0,145.725,11188.744,5.7,1.04,Tuesday,0,0
Indonesia,2020-09-08,walking,62.06,0,0,59.72,52.86,55.06,37.5,731.326,11.733,0.379,1.13,0.174,0,0,0,0,145.725,11188.744,5.7,1.04,Tuesday,0,0
Indonesia,2020-09-09,driving,84.5,0,0,59.72,52.86,55.06,37.5,743.417,11.854,0.376,1.13,0.186,0,0,0,0,145.725,11188.744,5.7,1.04,Wednesday,0,0
Indonesia,2020-09-09,walking,60.29,0,0,59.72,52.86,55.06,37.5,743.417,11.854,0.376,1.13,0.186,0,0,0,0,145.725,11188.744,5.7,1.04,Wednesday,0,0
Indonesia,2020-09-10,driving,83.53,0,0,59.72,52.86,55.06,37.5,757.532,11.979,0.369,1.13,0.238,0,0,0,0,145.725,11188.744,5.7,1.04,Thursday,0,0
Indonesia,2020-09-10,walking,58.13,0,0,59.72,52.86,55.06,37.5,757.532,11.979,0.369,1.13,0.238,0,0,0,0,145.725,11188.744,5.7,1.04,Thursday,0,0
Indonesia,2020-09-11,driving,106.6,0,0,59.72,52.86,55.06,37.5,771.195,12.223,0.372,1.13,0.237,0,0,0,0,145.725,11188.744,5.7,1.04,Friday,0,0
Indonesia,2020-09-11,walking,71.22,0,0,59.72,52.86,55.06,37.5,771.195,12.223,0.372,1.13,0.237,0,0,0,0,145.725,11188.744,5.7,1.04,Friday,0,0
Indonesia,2020-09-12,driving,120,0,0,59.72,52.86,55.06,37.5,785.11,12.577,0.371,1.12,0.215,0,0,0,0,145.725,11188.744,5.7,1.04,Saturday,1,0
Indonesia,2020-09-12,walking,82.38,0,0,59.72,52.86,55.06,37.5,785.11,12.577,0.371,1.12,0.215,0,0,0,0,145.725,11188.744,5.7,1.04,Saturday,1,0
Indonesia,2020-09-13,driving,88.25,0,0,59.72,52.86,55.06,37.5,798.403,12.677,0.365,1.12,0.199,0,0,0,0,145.725,11188.744,5.7,1.04,Sunday,1,0
Indonesia,2020-09-13,walking,60.76,0,0,59.72,52.86,55.06,37.5,798.403,12.677,0.365,1.12,0.199,0,0,0,0,145.725,11188.744,5.7,1.04,Sunday,1,0
Indonesia,2020-09-14,driving,77.19,0,0,68.98,58.07,61.01,37.5,809.886,12.814,0.371,1.11,0.186,0,0,0,0,145.725,11188.744,5.7,1.04,Monday,0,0
Indonesia,2020-09-14,walking,55.12,0,0,68.98,58.07,61.01,37.5,809.886,12.814,0.371,1.11,0.186,0,0,0,0,145.725,11188.744,5.7,1.04,Monday,0,0
Indonesia,2020-09-15,driving,76.1,0,0,68.98,58.07,61.01,37.5,822.708,13.055,0.384,1.11,0.151,0,0,0,0,145.725,11188.744,5.7,1.04,Tuesday,0,0
Indonesia,2020-09-15,walking,53.82,0,0,68.98,58.07,61.01,37.5,822.708,13.055,0.384,1.11,0.151,0,0,0,0,145.725,11188.744,5.7,1.04,Tuesday,0,0
Indonesia,2020-09-16,driving,84.49,0,0,68.98,58.07,61.01,37.5,837.196,13.397,0.399,1.1,0.148,0,0,0,0,145.725,11188.744,5.7,1.04,Wednesday,0,0
Indonesia,2020-09-16,walking,61.7,0,0,68.98,58.07,61.01,37.5,837.196,13.397,0.399,1.1,0.148,0,0,0,0,145.725,11188.744,5.7,1.04,Wednesday,0,0
Indonesia,2020-09-17,driving,94.51,0,0,68.98,58.07,61.01,37.5,850.486,13.279,0.4,1.1,0.147,0,0,0,0,145.725,11188.744,5.7,1.04,Thursday,0,0
Indonesia,2020-09-17,walking,73.99,0,0,68.98,58.07,61.01,37.5,850.486,13.279,0.4,1.1,0.147,0,0,0,0,145.725,11188.744,5.7,1.04,Thursday,0,0
Indonesia,2020-09-18,driving,104.23,0,0,68.98,58.07,61.01,37.5,864.711,13.36,0.414,1.1,0.14,0,0,0,0,145.725,11188.744,5.7,1.04,Friday,0,0
Indonesia,2020-09-18,walking,75.75,0,0,68.98,58.07,61.01,37.5,864.711,13.36,0.414,1.1,0.14,0,0,0,0,145.725,11188.744,5.7,1.04,Friday,0,0
Indonesia,2020-09-19,driving,112.88,0,0,68.98,58.07,61.01,37.5,879.95,13.549,0.417,1.12,0.145,0,0,0,0,145.725,11188.744,5.7,1.04,Saturday,1,0
Indonesia,2020-09-19,walking,82.45,0,0,68.98,58.07,61.01,37.5,879.95,13.549,0.417,1.12,0.145,0,0,0,0,145.725,11188.744,5.7,1.04,Saturday,1,0
Indonesia,2020-09-20,driving,90.58,0,0,68.98,58.07,61.01,37.5,894.533,13.733,0.433,1.12,0.15,0,0,0,0,145.725,11188.744,5.7,1.04,Sunday,1,0
Indonesia,2020-09-20,walking,66.13,0,0,68.98,58.07,61.01,37.5,894.533,13.733,0.433,1.12,0.15,0,0,0,0,145.725,11188.744,5.7,1.04,Sunday,1,0
Indonesia,2020-09-21,driving,79.04,0,0,68.98,58.07,61.01,37.5,909.801,14.274,0.437,1.13,0.162,0,0,0,0,145.725,11188.744,5.7,1.04,Monday,0,0
Indonesia,2020-09-21,walking,60.41,0,0,68.98,58.07,61.01,37.5,909.801,14.274,0.437,1.13,0.162,0,0,0,0,145.725,11188.744,5.7,1.04,Monday,0,0
Indonesia,2020-09-22,driving,78.84,0,0,68.98,58.07,61.01,37.5,924.684,14.568,0.455,1.12,0.185,0,0,0,0,145.725,11188.744,5.7,1.04,Tuesday,0,0
Indonesia,2020-09-22,walking,60.43,0,0,68.98,58.07,61.01,37.5,924.684,14.568,0.455,1.12,0.185,0,0,0,0,145.725,11188.744,5.7,1.04,Tuesday,0,0
Indonesia,2020-09-23,driving,79.86,0,0,72.69,60.16,63.39,37.5,941.008,14.83,0.458,1.11,0.148,0,0,0,0,145.725,11188.744,5.7,1.04,Wednesday,0,0
Indonesia,2020-09-23,walking,60.63,0,0,72.69,60.16,63.39,37.5,941.008,14.83,0.458,1.11,0.148,0,0,0,0,145.725,11188.744,5.7,1.04,Wednesday,0,0
Indonesia,2020-09-24,driving,78.82,482841497,0,72.69,60.16,63.39,37.5,957.95,15.352,0.461,1.1,0.139,0,0,0,0,145.725,11188.744,5.7,1.04,Thursday,0,0
Indonesia,2020-09-24,walking,59.03,482841497,0,72.69,60.16,63.39,37.5,957.95,15.352,0.461,1.1,0.139,0,0,0,0,145.725,11188.744,5.7,1.04,Thursday,0,0
Indonesia,2020-09-25,driving,95.71,0,0,72.69,60.16,63.39,37.5,975.583,15.839,0.461,1.08,0.145,0,0,0,0,145.725,11188.744,5.7,1.04,Friday,0,0
Indonesia,2020-09-25,walking,67.72,0,0,72.69,60.16,63.39,37.5,975.583,15.839,0.461,1.08,0.145,0,0,0,0,145.725,11188.744,5.7,1.04,Friday,0,0
Indonesia,2020-09-26,driving,112.25,0,0,72.69,60.16,63.39,37.5,992.013,16.009,0.449,1.06,0.146,0,0,0,0,145.725,11188.744,5.7,1.04,Saturday,1,0
Indonesia,2020-09-26,walking,76.72,0,0,72.69,60.16,63.39,37.5,992.013,16.009,0.449,1.06,0.146,0,0,0,0,145.725,11188.744,5.7,1.04,Saturday,1,0
Indonesia,2020-09-27,driving,86.97,0,0,72.69,60.16,63.39,37.5,1006.176,15.949,0.435,1.05,0.146,0,0,0,0,145.725,11188.744,5.7,1.04,Sunday,1,0
Indonesia,2020-09-27,walking,63.16,0,0,72.69,60.16,63.39,37.5,1006.176,15.949,0.435,1.05,0.146,0,0,0,0,145.725,11188.744,5.7,1.04,Sunday,1,0
Indonesia,2020-09-28,driving,78.72,0,0,72.69,60.16,63.39,37.5,1019.005,15.601,0.416,1.03,0.138,0,0,0,0,145.725,11188.744,5.7,1.04,Monday,0,0
Indonesia,2020-09-28,walking,59.82,0,0,72.69,60.16,63.39,37.5,1019.005,15.601,0.416,1.03,0.138,0,0,0,0,145.725,11188.744,5.7,1.04,Monday,0,0
Indonesia,2020-09-29,driving,78.62,0,0,72.69,60.16,63.39,37.5,1033.637,15.565,0.399,1.03,0.136,0,0,0,0,145.725,11188.744,5.7,1.04,Tuesday,0,0
Indonesia,2020-09-29,walking,59.15,0,0,72.69,60.16,63.39,37.5,1033.637,15.565,0.399,1.03,0.136,0,0,0,0,145.725,11188.744,5.7,1.04,Tuesday,0,0
Indonesia,2020-09-30,driving,79.67,0,0,72.69,60.16,63.39,37.5,1049.299,15.47,0.399,1.02,0.153,0,0,0,0,145.725,11188.744,5.7,1.04,Wednesday,0,0
Indonesia,2020-09-30,walking,58.64,0,0,72.69,60.16,63.39,37.5,1049.299,15.47,0.399,1.02,0.153,0,0,0,0,145.725,11188.744,5.7,1.04,Wednesday,0,0
Indonesia,2020-10-01,driving,81.79,0,0,72.69,60.16,63.39,37.5,1064.559,15.23,0.392,1.01,0.154,0,0,0,0,145.725,11188.744,5.7,1.04,Thursday,0,0
Indonesia,2020-10-01,walking,59.15,0,0,72.69,60.16,63.39,37.5,1064.559,15.23,0.392,1.01,0.154,0,0,0,0,145.725,11188.744,5.7,1.04,Thursday,0,0
Indonesia,2020-10-02,driving,102.02,0,0,72.69,60.16,63.39,37.5,1080.342,14.966,0.394,1.01,0.151,0,0,0,0,145.725,11188.744,5.7,1.04,Friday,0,0
Indonesia,2020-10-02,walking,71.71,0,0,72.69,60.16,63.39,37.5,1080.342,14.966,0.394,1.01,0.151,0,0,0,0,145.725,11188.744,5.7,1.04,Friday,0,0
Indonesia,2020-10-03,driving,118.06,0,0,72.69,60.16,63.39,37.5,1094.991,14.711,0.39,1.01,0.15,0,0,0,0,145.725,11188.744,5.7,1.04,Saturday,1,0
Indonesia,2020-10-03,walking,83.04,0,0,72.69,60.16,63.39,37.5,1094.991,14.711,0.39,1.01,0.15,0,0,0,0,145.725,11188.744,5.7,1.04,Saturday,1,0
Indonesia,2020-10-04,driving,89.8,0,0,72.69,60.16,63.39,37.5,1109.586,14.773,0.4,1.01,0.149,0,0,0,0,145.725,11188.744,5.7,1.04,Sunday,1,0
Indonesia,2020-10-04,walking,63.8,0,0,72.69,60.16,63.39,37.5,1109.586,14.773,0.4,1.01,0.149,0,0,0,0,145.725,11188.744,5.7,1.04,Sunday,1,0
Indonesia,2020-10-05,driving,80.2,0,0,72.69,60.16,63.39,37.5,1122.828,14.832,0.407,1.02,0.154,0,0,0,0,145.725,11188.744,5.7,1.04,Monday,0,0
Indonesia,2020-10-05,walking,61.54,0,0,72.69,60.16,63.39,37.5,1122.828,14.832,0.407,1.02,0.154,0,0,0,0,145.725,11188.744,5.7,1.04,Monday,0,0
