location,date,transportation_type,Value,E3_Fiscal measures,E4_International support,StringencyIndex,GovernmentResponseIndex,ContainmentHealthIndex,EconomicSupportIndex,total_cases_per_million,new_cases_smoothed_per_million,new_deaths_smoothed_per_million,reproduction_rate,positive_rate,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,population_density,gdp_per_capita,extreme_poverty,hospital_beds_per_thousand,DayName,weekend_days,is_holiday,floor_month,shift_new_cases,shift_new_deaths,shift_reproduction,shift_positive,shift_vaccination,is_walking
Brazil,2020-01-13,walking,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monday,0,0,2020-01-01,0,0,0,0,0,1
Brazil,2020-01-14,driving,99.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tuesday,0,0,2020-01-01,0,0,0,0,0,0
Brazil,2020-01-18,driving,114.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Saturday,1,0,2020-01-01,0,0,0,0,0,0
Brazil,2020-01-18,walking,101.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Saturday,1,0,2020-01-01,0,0,0,0,0,1
Brazil,2020-01-20,driving,97.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monday,0,0,2020-01-01,0,0,0,0,0,0
Brazil,2020-01-21,driving,98.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tuesday,0,0,2020-01-01,0,0,0,0,0,0
Brazil,2020-01-21,walking,105.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tuesday,0,0,2020-01-01,0,0,0,0,0,1
Brazil,2020-01-22,driving,97.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wednesday,0,0,2020-01-01,0,0,0,0,0,0
Brazil,2020-01-30,walking,100.51,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thursday,0,0,2020-01-01,0,0,0,0,0,1
Brazil,2020-02-02,driving,83.8,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunday,1,0,2020-02-01,0,0,0,0,0,0
Brazil,2020-02-05,driving,93.75,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wednesday,0,0,2020-02-01,0,0,0,0,0,0
Brazil,2020-02-10,walking,101.06,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monday,0,0,2020-02-01,0,0,0,0,0,1
Brazil,2020-02-20,driving,109.38,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thursday,0,0,2020-02-01,0,0,0,0,0,0
Brazil,2020-02-24,driving,102.5,0,0,5.56,5.21,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monday,0,0,2020-02-01,0,0,0,0,0,0
Brazil,2020-02-27,walking,99.98,0,0,5.56,5.21,5.95,0,0.005,0,0,0,0,0,0,0,0,25.04,14103.452,3.4,2.2,Thursday,0,0,2020-02-01,0,0,0,0,0,1
Brazil,2020-03-01,walking,67.92,0,0,5.56,5.21,5.95,0,0.009,0,0,0,0,0,0,0,0,25.04,14103.452,3.4,2.2,Sunday,1,0,2020-03-01,0,0,0,0,0,1
Brazil,2020-03-04,driving,92.18,0,0,11.11,9.11,10.42,0,0.019,0.002,0,0,0,0,0,0,0,25.04,14103.452,3.4,2.2,Wednesday,0,0,2020-03-01,0,0,0,0,0,0
Brazil,2020-03-07,driving,118.71,0,0,11.11,9.11,10.42,0,0.061,0.007,0,0,0,0,0,0,0,25.04,14103.452,3.4,2.2,Saturday,1,0,2020-03-01,0.001,0,0,0,0,0
Brazil,2020-03-07,walking,117.49,0,0,11.11,9.11,10.42,0,0.061,0.007,0,0,0,0,0,0,0,25.04,14103.452,3.4,2.2,Saturday,1,0,2020-03-01,0.001,0,0,0,0,1
Brazil,2020-03-08,driving,82.64,0,0,11.11,9.11,10.42,0,0.094,0.012,0,0,0,0,0,0,0,25.04,14103.452,3.4,2.2,Sunday,1,0,2020-03-01,0.001,0,0,0,0,0
Brazil,2020-03-12,driving,89.66,0,0,28.7,19.01,21.73,0,0.245,0.032,0,0,0,0,0,0,0,25.04,14103.452,3.4,2.2,Thursday,0,0,2020-03-01,0.007,0,0,0,0,0
Brazil,2020-03-22,driving,27.58,10862120914,0,71.76,50,53.57,25,7.273,0.93,0.017,2.56,0,0,0,0,0,25.04,14103.452,3.4,2.2,Sunday,1,0,2020-03-01,0.195,0.001,2.62,0,0,0
Brazil,2020-03-24,walking,27.11,0,0,71.76,50,53.57,25,10.571,1.294,0.03,2.34,0,0,0,0,0,25.04,14103.452,3.4,2.2,Tuesday,0,0,2020-03-01,0.382,0.004,2.67,0,0,1
Brazil,2020-03-26,walking,28.91,0,0,71.76,50,53.57,25,14.043,1.589,0.048,2.19,0,0,0,0,0,25.04,14103.452,3.4,2.2,Thursday,0,0,2020-03-01,0.585,0.01,2.61,0,0,1
Brazil,2020-04-02,driving,45.51,125175000,0,74.54,60.94,62.5,50,37.844,3.4,0.166,1.94,0,0,0,0,0,25.04,14103.452,3.4,2.2,Thursday,0,0,2020-04-01,1.938,0.065,2.1,0,0,0
Brazil,2020-04-04,driving,50.88,0,0,74.54,60.94,62.5,50,48.739,4.339,0.224,1.86,0,0,0,0,0,25.04,14103.452,3.4,2.2,Saturday,1,0,2020-04-01,1.784,0.084,2.04,0,0,0
Brazil,2020-04-04,walking,36.27,0,0,74.54,60.94,62.5,50,48.739,4.339,0.224,1.86,0,0,0,0,0,25.04,14103.452,3.4,2.2,Saturday,1,0,2020-04-01,1.784,0.084,2.04,0,0,1
Brazil,2020-04-05,walking,25.8,0,0,74.54,60.94,62.5,50,52.362,4.62,0.235,1.82,0,0,0,0,0,25.04,14103.452,3.4,2.2,Sunday,1,0,2020-04-01,2.332,0.104,2.02,0,0,1
Brazil,2020-04-06,walking,36.09,0,0,74.54,60.94,62.5,50,57.212,5.096,0.272,1.78,0,0,0,0,0,25.04,14103.452,3.4,2.2,Monday,0,0,2020-04-01,2.878,0.122,1.99,0,0,1
Brazil,2020-04-10,walking,32.17,0,0,74.54,60.94,62.5,50,92.388,7.112,0.469,1.63,0,0,0,0,0,25.04,14103.452,3.4,2.2,Friday,0,1,2020-04-01,4.62,0.235,1.82,0,0,1
Brazil,2020-04-13,walking,37.69,0,0,74.54,64.06,66.07,50,110.228,7.574,0.513,1.56,0,0,0,0,0,25.04,14103.452,3.4,2.2,Monday,0,0,2020-04-01,6.273,0.389,1.71,0,0,1
Brazil,2020-04-17,driving,56.91,113909000,0,74.54,64.06,66.07,50,158.459,9.439,0.729,1.53,0,0,0,0,0,25.04,14103.452,3.4,2.2,Friday,0,0,2020-04-01,7.435,0.495,1.58,0,0,0
Brazil,2020-04-22,walking,43.53,0,0,74.54,64.06,66.07,50,215.267,11.719,0.786,1.48,0,0,0,0,0,25.04,14103.452,3.4,2.2,Wednesday,0,0,2020-04-01,9.439,0.729,1.53,0,0,1
Brazil,2020-05-02,driving,58.58,0,0,77.31,65.62,67.86,50,456.813,25.389,1.817,1.44,0,0,0,0,0,25.04,14103.452,3.4,2.2,Saturday,1,0,2020-05-01,17.947,1.355,1.5,0,0,0
Brazil,2020-05-18,driving,58.06,0,0,81.02,67.71,70.24,50,1201.396,57.647,3.495,1.37,0,0,0,0,0,25.04,14103.452,3.4,2.2,Monday,0,0,2020-05-01,42.695,3.127,1.37,0,0,0
Brazil,2020-05-19,driving,61.72,0,0,81.02,67.71,70.24,50,1279.101,62.955,3.711,1.36,0,0,0,0,0,25.04,14103.452,3.4,2.2,Tuesday,0,0,2020-05-01,45.293,3.232,1.38,0,0,0
Brazil,2020-05-20,walking,51.86,0,0,81.02,67.71,70.24,50,1371.753,68.177,3.776,1.35,0,0,0,0,0,25.04,14103.452,3.4,2.2,Wednesday,0,0,2020-05-01,49.329,3.323,1.38,0,0,1
Brazil,2020-05-21,driving,64.83,0,0,81.02,67.71,70.24,50,1458.825,71.86,4.065,1.34,0,0,0,0,0,25.04,14103.452,3.4,2.2,Thursday,0,0,2020-05-01,52.053,3.364,1.38,0,0,0
Brazil,2020-05-21,walking,52.03,0,0,81.02,67.71,70.24,50,1458.825,71.86,4.065,1.34,0,0,0,0,0,25.04,14103.452,3.4,2.2,Thursday,0,0,2020-05-01,52.053,3.364,1.38,0,0,1
Brazil,2020-05-22,driving,72.87,0,0,81.02,67.71,70.24,50,1556.694,74.331,4.09,1.33,0,0,0,0,0,25.04,14103.452,3.4,2.2,Friday,0,0,2020-05-01,52.678,3.357,1.37,0,0,0
Brazil,2020-05-23,driving,68.88,0,0,81.02,67.71,70.24,50,1634.357,76.541,4.268,1.31,0,0,0,0,0,25.04,14103.452,3.4,2.2,Saturday,1,0,2020-05-01,57.647,3.495,1.37,0,0,0
Brazil,2020-05-24,driving,46.09,0,0,81.02,67.71,70.24,50,1708.751,82.082,4.401,1.31,0,0,0,0,0,25.04,14103.452,3.4,2.2,Sunday,1,0,2020-05-01,62.955,3.711,1.36,0,0,0
Brazil,2020-05-25,walking,46.25,0,0,81.02,69.79,72.62,50,1763.733,80.334,4.449,1.29,0,0,0,0,0,25.04,14103.452,3.4,2.2,Monday,0,0,2020-05-01,68.177,3.776,1.35,0,0,1
Brazil,2020-06-01,driving,64.34,0,0,77.31,67.71,70.24,50,2476.705,101.853,4.344,1.24,0,0,0,0,0,25.04,14103.452,3.4,2.2,Monday,0,0,2020-06-01,80.812,4.529,1.28,0,0,0
Brazil,2020-06-02,walking,55.62,0,0,77.31,67.71,70.24,50,2612.837,110.329,4.494,1.23,0,0,0,0,0,25.04,14103.452,3.4,2.2,Tuesday,0,0,2020-06-01,86.128,4.508,1.28,0,0,1
Brazil,2020-06-04,walking,57.58,0,0,77.31,67.71,70.24,50,2893.031,118.759,4.884,1.21,0,0,0,0,0,25.04,14103.452,3.4,2.2,Thursday,0,0,2020-06-01,101.512,4.584,1.28,0,0,1
Brazil,2020-06-16,driving,72.14,0,0,77.31,67.71,70.24,50,4343.205,123.452,4.594,1.14,0,0,0,0,0,25.04,14103.452,3.4,2.2,Tuesday,0,0,2020-06-01,126.275,4.636,1.13,0,0,0
Brazil,2020-06-17,walking,61.89,0,0,77.31,67.71,70.24,50,4494.635,122.965,4.59,1.14,0,0,0,0,0,25.04,14103.452,3.4,2.2,Wednesday,0,0,2020-06-01,123.017,4.571,1.13,0,0,1
Brazil,2020-06-28,walking,38.46,0,0,77.31,67.71,70.24,50,6323.611,175.28,4.725,1.12,0,0,0,0,0,25.04,14103.452,3.4,2.2,Sunday,1,0,2020-06-01,149.684,4.976,1.14,0,0,1
Brazil,2020-07-08,driving,85.25,0,0,81.02,69.79,72.62,50,8059.676,177.703,4.928,1.05,0,0,0,0,0,25.04,14103.452,3.4,2.2,Wednesday,0,0,2020-07-01,177.501,4.848,1.08,0,0,0
Brazil,2020-07-10,driving,112.49,0,0,81.02,69.79,72.62,50,8472.111,175.915,4.855,1.04,0,0,0,0,0,25.04,14103.452,3.4,2.2,Friday,0,0,2020-07-01,174.01,4.869,1.07,0,0,0
Brazil,2020-07-14,driving,87.3,0,0,81.02,69.79,72.62,50,9064.873,173.555,4.968,1.03,0,0,0,0,0,25.04,14103.452,3.4,2.2,Tuesday,0,0,2020-07-01,174.016,4.906,1.04,0,0,0
Brazil,2020-07-29,driving,89.23,0,0,72.69,65.1,67.26,50,12007.302,218.259,4.949,1.07,0,0,0,0,0,25.04,14103.452,3.4,2.2,Wednesday,0,0,2020-07-01,199.634,4.965,1.1,0,0,0
Brazil,2020-08-04,walking,80.94,0,0,72.69,65.1,67.26,50,13181.825,214.212,4.893,1.03,0,0,0,0,0,25.04,14103.452,3.4,2.2,Tuesday,0,0,2020-08-01,216.831,4.826,1.06,0,0,1
Brazil,2020-08-05,walking,82.51,0,0,72.69,65.1,67.26,50,13450.701,206.2,4.787,1.02,0,0,0,0,0,25.04,14103.452,3.4,2.2,Wednesday,0,0,2020-08-01,214.474,4.864,1.05,0,0,1
Brazil,2020-08-07,walking,92.91,0,0,72.69,65.1,67.26,50,13937.007,201.595,4.77,1.02,0,0,0,0,0,25.04,14103.452,3.4,2.2,Friday,0,0,2020-08-01,211.427,4.772,1.04,0,0,1
Brazil,2020-08-13,driving,96.44,0,0,72.69,65.1,67.26,50,15171.645,210.136,4.684,0.99,0,0,0,0,0,25.04,14103.452,3.4,2.2,Thursday,0,0,2020-08-01,204.672,4.647,1.01,0,0,0
Brazil,2020-08-13,walking,82.32,0,0,72.69,65.1,67.26,50,15171.645,210.136,4.684,0.99,0,0,0,0,0,25.04,14103.452,3.4,2.2,Thursday,0,0,2020-08-01,204.672,4.647,1.01,0,0,1
Brazil,2020-08-16,driving,79.57,0,0,69.91,63.54,65.48,50,15714.181,204.833,4.572,0.97,0,0,0,0,0,25.04,14103.452,3.4,2.2,Sunday,1,0,2020-08-01,206.805,4.844,1,0,0,0
Brazil,2020-08-25,driving,95.02,0,0,73.61,66.41,68.75,50,17265.738,176.516,4.498,0.97,0,0,0,0,0,25.04,14103.452,3.4,2.2,Tuesday,0,0,2020-08-01,186.233,4.598,0.96,0,0,0
Brazil,2020-08-27,driving,99.86,0,0,73.61,66.41,68.75,50,17695.716,174.349,4.264,0.97,0,0,0,0,0,25.04,14103.452,3.4,2.2,Thursday,0,0,2020-08-01,178.28,4.717,0.96,0,0,0
Brazil,2020-08-30,driving,87.7,0,0,73.61,66.41,68.75,50,18170.501,172.408,4.089,0.97,0,0,0,0,0,25.04,14103.452,3.4,2.2,Sunday,1,0,2020-08-01,176.516,4.498,0.97,0,0,0
Brazil,2020-08-31,driving,93.17,0,0,69.91,64.32,66.37,50,18386.728,191.819,4.081,0.97,0,0,0,0,0,25.04,14103.452,3.4,2.2,Monday,0,0,2020-08-01,175.08,4.412,0.97,0,0,0
Brazil,2020-09-02,driving,103.56,0,0,69.91,64.32,66.37,50,18808.224,188.659,4.11,0.95,0,0,0,0,0,25.04,14103.452,3.4,2.2,Wednesday,0,0,2020-09-01,183.124,4.131,0.97,0,0,0
Brazil,2020-09-02,walking,90.92,0,0,69.91,64.32,66.37,50,18808.224,188.659,4.11,0.95,0,0,0,0,0,25.04,14103.452,3.4,2.2,Wednesday,0,0,2020-09-01,183.124,4.131,0.97,0,0,1
Brazil,2020-09-03,driving,108.12,0,0,69.91,64.32,66.37,50,19014.157,188.349,4.009,0.94,0,0,0,0,0,25.04,14103.452,3.4,2.2,Thursday,0,0,2020-09-01,177.289,4.041,0.97,0,0,0
Brazil,2020-09-05,driving,145.52,0,0,69.91,64.32,66.37,50,19396.93,186.064,3.993,0.92,0,0,0,0,0,25.04,14103.452,3.4,2.2,Saturday,1,0,2020-09-01,191.819,4.081,0.97,0,0,0
Brazil,2020-09-11,driving,127.85,0,0,69.91,64.32,66.37,50,20145.728,127.939,3.289,0.93,0,0,0,0,0,25.04,14103.452,3.4,2.2,Friday,0,0,2020-09-01,184.963,3.913,0.91,0,0,0
Brazil,2020-09-13,walking,65.38,0,0,69.91,64.32,66.37,50,20372.916,129.667,3.344,0.94,0,0,0,0,0,25.04,14103.452,3.4,2.2,Sunday,1,0,2020-09-01,141.905,3.272,0.9,0,0,1
Brazil,2020-09-15,driving,102.67,0,0,69.91,64.32,66.37,50,20616.65,147.986,3.801,0.95,0,0,0,0,0,25.04,14103.452,3.4,2.2,Tuesday,0,0,2020-09-01,132.271,3.299,0.92,0,0,0
Brazil,2020-09-25,driving,125.52,0,0,67.13,62.76,64.58,50,22062.599,130.673,3.188,0.97,0,0,0,0,0,25.04,14103.452,3.4,2.2,Friday,0,0,2020-09-01,143.942,3.542,0.95,0,0,0
Brazil,2020-09-26,walking,106.06,0,0,67.13,62.76,64.58,50,22196.105,127.528,3.276,0.97,0,0,0,0,0,25.04,14103.452,3.4,2.2,Saturday,1,0,2020-09-01,142.77,3.539,0.95,0,0,1
Brazil,2020-09-27,walking,66.03,0,0,67.13,62.76,64.58,50,22263.465,126.136,3.257,0.97,0,0,0,0,0,25.04,14103.452,3.4,2.2,Sunday,1,0,2020-09-01,140.533,3.351,0.95,0,0,1
Brazil,2020-10-02,walking,110.85,0,0,67.13,62.76,64.58,50,22803.469,105.839,2.784,0.96,0,0,0,0,0,25.04,14103.452,3.4,2.2,Friday,0,0,2020-10-01,126.136,3.257,0.97,0,0,1
Brazil,2020-10-07,walking,103.08,0,0,67.13,62.76,64.58,50,23526.1,127.533,2.874,0.96,0,0,0,0,0,25.04,14103.452,3.4,2.2,Wednesday,0,0,2020-10-01,105.839,2.784,0.96,0,0,1
Brazil,2020-10-09,driving,143.05,0,0,63.43,60.68,62.2,50,23785.764,140.328,3.333,0.94,0,0,0,0,0,25.04,14103.452,3.4,2.2,Friday,0,0,2020-10-01,122.977,3.099,0.98,0,0,0
Brazil,2020-10-11,walking,88.88,0,0,63.43,60.68,62.2,50,23969.671,120.766,2.78,0.93,0,0,0,0,0,25.04,14103.452,3.4,2.2,Sunday,1,0,2020-10-01,128.783,3.073,0.97,0,0,1
Brazil,2020-10-17,driving,132.94,0,0,63.43,60.68,62.2,50,24578.362,95.251,2.337,0.96,0,0,0,0,0,25.04,14103.452,3.4,2.2,Saturday,1,0,2020-10-01,118.403,2.698,0.92,0,0,0
Brazil,2020-10-20,driving,102.49,0,0,63.43,60.68,62.2,50,24811.67,107.752,2.58,0.98,0,0,0,0,0,25.04,14103.452,3.4,2.2,Tuesday,0,0,2020-10-01,94.724,2.354,0.95,0,0,0
Brazil,2020-10-28,driving,106.69,0,0,57.87,57.55,58.63,50,25725.843,113.916,2.052,0.98,0,0,0,0,0,25.04,14103.452,3.4,2.2,Wednesday,0,0,2020-10-01,103.068,2.189,0.99,0,0,0
Brazil,2020-11-03,driving,98.42,0,0,57.87,57.55,58.63,50,26185.851,84.956,1.714,0.98,0,0,0,0,0,25.04,14103.452,3.4,2.2,Tuesday,0,0,2020-11-01,114.755,2.063,0.98,0,0,0
Brazil,2020-11-06,driving,125.38,0,0,57.87,57.55,58.63,50,26492.269,76.969,1.706,1.06,0,0,0,0,0,25.04,14103.452,3.4,2.2,Friday,0,0,2020-11-01,101.872,1.976,0.97,0,0,0
Brazil,2020-11-06,walking,119.3,0,0,57.87,57.55,58.63,50,26492.269,76.969,1.706,1.06,0,0,0,0,0,25.04,14103.452,3.4,2.2,Friday,0,0,2020-11-01,101.872,1.976,0.97,0,0,1
Brazil,2020-11-07,walking,119.6,0,0,57.87,57.55,58.63,50,26597.557,79.276,1.603,1.08,0,0,0,0,0,25.04,14103.452,3.4,2.2,Saturday,1,0,2020-11-01,97.016,1.919,0.98,0,0,1
Brazil,2020-11-15,driving,82.1,0,0,54.17,55.47,56.25,50,27583.314,133.729,2.286,1.16,0,0,0,0,0,25.04,14103.452,3.4,2.2,Sunday,1,1,2020-11-01,89.357,1.55,1.15,0,0,0
Brazil,2020-11-16,walking,91.3,0,0,54.17,55.47,56.25,50,27646.219,135.379,2.276,1.15,0,0,0,0,0,25.04,14103.452,3.4,2.2,Monday,0,0,2020-11-01,105.943,1.52,1.17,0,0,1
Brazil,2020-11-18,driving,106.41,0,0,54.17,55.47,56.25,50,27972.646,133.199,2.747,1.15,0,0,0,0,0,25.04,14103.452,3.4,2.2,Wednesday,0,0,2020-11-01,120.619,1.829,1.16,0,0,0
Brazil,2020-11-23,driving,95.94,0,0,54.17,55.47,56.25,50,28639.56,141.906,2.333,1.14,0,0,0,0,0,25.04,14103.452,3.4,2.2,Monday,0,0,2020-11-01,133.199,2.747,1.15,0,0,0
Brazil,2020-11-27,driving,129.16,0,0,57.87,57.55,58.63,50,29348.736,146.639,2.259,1.15,0,0,0,0,0,25.04,14103.452,3.4,2.2,Friday,0,0,2020-11-01,140,2.275,1.14,0,0,0
Brazil,2020-12-01,walking,103.11,0,0,60.65,59.11,60.42,50,30047.068,180.171,2.488,1.15,0,0,0,0,0,25.04,14103.452,3.4,2.2,Tuesday,0,0,2020-12-01,149.506,2.284,1.15,0,0,1
Brazil,2020-12-03,driving,105.44,0,0,63.43,60.68,62.2,50,30518.922,190.108,2.561,1.14,0,0,0,0,0,25.04,14103.452,3.4,2.2,Thursday,0,0,2020-12-01,159.61,2.401,1.16,0,0,0
Brazil,2020-12-05,walking,120.01,0,0,63.43,60.68,62.2,50,30942.77,192.823,2.733,1.12,0,0,0,0,0,25.04,14103.452,3.4,2.2,Saturday,1,0,2020-12-01,166.858,2.443,1.15,0,0,1
Brazil,2020-12-10,walking,109.13,0,0,60.65,59.11,60.42,50,31905.428,198.072,3.021,1.1,0,0,0,0,0,25.04,14103.452,3.4,2.2,Thursday,0,0,2020-12-01,192.823,2.733,1.12,0,0,1
Brazil,2020-12-12,driving,140.35,0,0,64.35,61.2,62.8,50,32368.019,203.607,3.021,1.08,0,0,0,0,0,25.04,14103.452,3.4,2.2,Saturday,1,0,2020-12-01,193.582,2.821,1.11,0,0,0
Brazil,2020-12-13,driving,97.65,0,0,64.35,61.2,62.8,50,32470.696,200.557,2.998,1.08,0,0,0,0,0,25.04,14103.452,3.4,2.2,Sunday,1,0,2020-12-01,193.702,2.918,1.11,0,0,0
Brazil,2020-12-14,walking,105.42,0,0,64.35,61.2,62.8,50,32589.218,203.798,3.036,1.08,0,0,0,0,0,25.04,14103.452,3.4,2.2,Monday,0,0,2020-12-01,196.115,3.011,1.1,0,0,1
Brazil,2020-12-17,walking,110.83,0,0,64.35,61.2,62.8,50,33451.514,220.869,3.402,1.07,0,0,0,0,0,25.04,14103.452,3.4,2.2,Thursday,0,0,2020-12-01,203.607,3.021,1.08,0,0,1
Brazil,2020-12-19,walking,122.62,0,0,64.35,61.2,62.8,50,33934.772,223.822,3.517,1.04,0,0,0,0,0,25.04,14103.452,3.4,2.2,Saturday,1,0,2020-12-01,203.798,3.036,1.08,0,0,1
Brazil,2020-12-22,walking,117.16,0,0,64.35,61.2,62.8,50,34431.884,234.413,3.67,1,0,0,0,0,0,25.04,14103.452,3.4,2.2,Tuesday,0,0,2020-12-01,220.869,3.402,1.07,0,0,1
Brazil,2021-01-04,driving,112.28,0,0,64.35,52.86,60.42,0,36478.046,167.294,3.354,1.08,0,0,0,0,0,25.04,14103.452,3.4,2.2,Monday,0,0,2021-01-01,170.496,3.129,1.02,0,0,0
Brazil,2021-01-05,walking,110.33,0,0,64.35,52.86,60.42,0,36744.551,165.903,3.395,1.11,0,0,0,0,0,25.04,14103.452,3.4,2.2,Tuesday,0,0,2021-01-01,169.383,3.338,1.02,0,0,1
Brazil,2021-01-07,driving,111.68,0,0,61.57,51.3,58.63,0,37456.225,192.014,3.729,1.14,0,0,0,0,0,25.04,14103.452,3.4,2.2,Thursday,0,0,2021-01-01,168.423,3.313,1.03,0,0,0
Brazil,2021-01-07,walking,109.02,0,0,61.57,51.3,58.63,0,37456.225,192.014,3.729,1.14,0,0,0,0,0,25.04,14103.452,3.4,2.2,Thursday,0,0,2021-01-01,168.423,3.313,1.03,0,0,1
Brazil,2021-01-08,walking,119.7,0,0,61.57,51.3,58.63,0,37701.027,210.449,4.065,1.13,0,0,0,0,0,25.04,14103.452,3.4,2.2,Friday,0,0,2021-01-01,167.658,3.279,1.06,0,0,1
Brazil,2021-01-09,walking,113.66,0,0,61.57,51.3,58.63,0,37994.074,241.676,4.641,1.13,0,0,0,0,0,25.04,14103.452,3.4,2.2,Saturday,1,0,2021-01-01,167.294,3.354,1.08,0,0,1
Brazil,2021-01-10,driving,102.13,0,0,61.57,51.3,58.63,0,38134.233,250.044,4.76,1.12,0,0,0,0,0,25.04,14103.452,3.4,2.2,Sunday,1,0,2021-01-01,165.903,3.395,1.11,0,0,0
Brazil,2021-01-19,driving,102.22,0,0,72.69,61.3,70.06,0,40336.318,254.199,4.571,1.04,0,0.01,0.01,0,18,25.04,14103.452,3.4,2.2,Tuesday,0,0,2021-01-01,243.711,4.434,1.09,0,0,0
Brazil,2021-01-20,driving,103.36,0,0,72.69,61.3,70.06,0,40639.222,256.542,4.615,1.04,0,0.01,0.01,0,34,25.04,14103.452,3.4,2.2,Wednesday,0,0,2021-01-01,255.246,4.561,1.09,0,0,0
Brazil,2021-01-23,walking,108.62,0,0,72.69,61.3,70.06,0,41476.658,242.752,4.805,1.03,0,0.25,0.25,0,361,25.04,14103.452,3.4,2.2,Saturday,1,0,2021-01-01,255.497,4.516,1.05,0,0,1
Brazil,2021-01-25,walking,97.1,0,0,72.69,61.3,70.06,0,41736.064,241.696,4.95,1.01,0,0.33,0.33,0,470,25.04,14103.452,3.4,2.2,Monday,0,0,2021-01-01,256.542,4.615,1.04,0,0.01,1
Brazil,2021-01-29,driving,120.67,0,0,69.91,59.74,68.27,0,42898.656,245.036,4.989,1,0,0.78,0.78,0,956,25.04,14103.452,3.4,2.2,Friday,0,0,2021-01-01,239.582,4.832,1.02,0,0.28,0
Brazil,2021-01-30,walking,102.25,0,0,69.91,59.74,68.27,0,43173.695,242.434,5.041,1,0,0.94,0.91,0,985,25.04,14103.452,3.4,2.2,Saturday,1,0,2021-01-01,241.696,4.95,1.01,0,0.33,1
Brazil,2021-01-31,walking,71,0,0,69.91,59.74,68.27,0,43304.275,242.053,5.018,0.99,0,0.98,0.96,0,988,25.04,14103.452,3.4,2.2,Sunday,1,0,2021-01-01,241.608,4.965,1.01,0,0.4,1
Brazil,2021-02-01,driving,95.94,0,0,69.91,53.49,61.13,0,43419.965,240.557,4.997,0.99,0,1,0.99,0,957,25.04,14103.452,3.4,2.2,Monday,0,0,2021-02-01,241.026,4.926,1.01,0,0.53,0
Brazil,2021-02-04,driving,101.18,0,0,69.91,53.49,61.13,0,44205.491,226.899,4.871,0.98,0,1.45,1.45,0,1090,25.04,14103.452,3.4,2.2,Thursday,0,0,2021-02-01,242.434,5.041,1,0,0.91,0
Brazil,2021-02-07,driving,86.17,0,0,69.91,53.49,61.13,0,44809.308,215.005,4.725,1.01,0,1.67,1.66,0.01,994,25.04,14103.452,3.4,2.2,Sunday,1,0,2021-02-01,235.27,4.994,0.98,0,1.08,0
Brazil,2021-02-09,driving,98.94,0,0,69.91,53.49,61.13,0,45161.798,212.476,4.846,1.02,0,1.8,1.78,0.02,1027,25.04,14103.452,3.4,2.2,Tuesday,0,0,2021-02-01,226.899,4.871,0.98,0,1.45,0
Brazil,2021-02-10,walking,108.34,0,0,69.91,53.49,61.13,0,45442.199,214.896,4.897,1.01,0,1.94,1.91,0.02,1074,25.04,14103.452,3.4,2.2,Wednesday,0,0,2021-02-01,220.881,4.952,0.98,0,1.45,1
Brazil,2021-02-11,walking,105.08,0,0,69.91,53.49,61.13,0,45699.737,213.464,4.977,1.01,0,2.07,2.04,0.04,896,25.04,14103.452,3.4,2.2,Thursday,0,0,2021-02-01,181.59,4.092,0.99,0,1.6,1
Brazil,2021-02-12,walking,118.49,0,0,69.91,53.49,61.13,0,45942.238,213.917,5.01,1.01,0,2.21,2.16,0.05,1090,25.04,14103.452,3.4,2.2,Friday,0,0,2021-02-01,215.005,4.725,1.01,0,1.66,1
Brazil,2021-02-13,walking,115.92,0,0,69.91,53.49,61.13,0,46150.646,243.689,5.711,1.02,0,2.41,2.33,0.08,1159,25.04,14103.452,3.4,2.2,Saturday,1,0,2021-02-01,198.478,4.325,1.01,0,1.68,1
Brazil,2021-02-14,walking,84.34,0,0,69.91,53.49,61.13,0,46267.126,208.26,5.182,1.02,0,2.46,2.37,0.09,1131,25.04,14103.452,3.4,2.2,Sunday,1,0,2021-02-01,212.476,4.846,1.02,0,1.78,1
