location,date,transportation_type,Value,E3_Fiscal measures,E4_International support,StringencyIndex,GovernmentResponseIndex,ContainmentHealthIndex,EconomicSupportIndex,total_cases_per_million,new_cases_smoothed_per_million,new_deaths_smoothed_per_million,reproduction_rate,positive_rate,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,population_density,gdp_per_capita,extreme_poverty,hospital_beds_per_thousand,DayName,weekend_days,is_holiday,floor_month,shift_new_cases,shift_new_deaths,shift_reproduction,shift_positive,shift_vaccination,is_walking
India,2021-03-27,driving,152.59,0,0,57.87,66.51,68.87,50,8675.062,38.56,0.186,1.41,0.051,4.37,3.73,0.64,1622,450.419,6426.674,21.2,0.53,Saturday,1,0,2021-03-01,28.671,0.136,1.41,0.039,2.94,0
India,2021-04-10,driving,122.09,0,0,69.91,68.28,78.04,0,9680.263,90.403,0.482,1.46,0.106,7.36,6.44,0.92,2652,450.419,6426.674,21.2,0.53,Saturday,1,0,2021-04-01,61.096,0.355,1.45,0.082,5.24,0
India,2021-04-12,driving,103.17,0,0,69.91,68.28,78.04,0,9919.862,103.872,0.57,1.46,0.114,7.86,6.89,0.98,2632,450.419,6426.674,21.2,0.53,Monday,0,0,2021-04-01,73.179,0.407,1.46,0.091,5.71,0
India,2021-04-16,driving,91.44,0,0,69.91,68.28,78.04,0,10526.495,136.716,0.747,1.44,0.14,8.69,7.57,1.13,2263,450.419,6426.674,21.2,0.53,Friday,0,0,2021-04-01,97.168,0.526,1.46,0.11,6.64,0
India,2021-04-16,walking,101.1,0,0,69.91,68.28,78.04,0,10526.495,136.716,0.747,1.44,0.14,8.69,7.57,1.13,2263,450.419,6426.674,21.2,0.53,Friday,0,0,2021-04-01,97.168,0.526,1.46,0.11,6.64,1
India,2021-04-18,walking,92.61,0,0,69.91,68.28,78.04,0,10914.317,158.808,0.889,1.42,0.155,8.97,7.78,1.19,2000,450.419,6426.674,21.2,0.53,Sunday,1,0,2021-04-01,110.977,0.612,1.46,0.119,7.05,1
India,2021-04-19,walking,95.82,0,0,73.61,70.36,80.42,0,11102.118,168.894,0.981,1.41,0.162,9.21,7.95,1.27,1925,450.419,6426.674,21.2,0.53,Monday,0,0,2021-04-01,118.632,0.648,1.45,0.125,7.26,1
India,2021-04-20,driving,75.51,0,0,73.61,70.36,80.42,0,11316,180.362,1.084,1.4,0.171,9.21,7.95,1.27,1781,450.419,6426.674,21.2,0.53,Tuesday,0,0,2021-04-01,127.471,0.69,1.45,0.132,7.42,0
India,2021-04-24,driving,64.04,0,0,73.61,70.36,80.42,0,12289.941,224.862,1.569,1.32,0.193,9.62,8.23,1.39,1493,450.419,6426.674,21.2,0.53,Saturday,1,0,2021-04-01,168.894,0.981,1.41,0.162,7.95,0
India,2021-04-24,walking,70.82,0,0,73.61,70.36,80.42,0,12289.941,224.862,1.569,1.32,0.193,9.62,8.23,1.39,1493,450.419,6426.674,21.2,0.53,Saturday,1,0,2021-04-01,168.894,0.981,1.41,0.162,7.95,1
India,2021-04-25,walking,74.09,0,0,73.61,70.36,80.42,0,12545.73,233.059,1.693,1.3,0.198,10.09,8.54,1.55,1587,450.419,6426.674,21.2,0.53,Sunday,1,1,2021-04-01,180.362,1.084,1.4,0.171,7.95,1
India,2021-05-01,driving,50.99,0,0,73.61,70.36,80.42,0,14172.025,268.869,2.405,1.18,0.214,11.13,9.15,1.98,1717,450.419,6426.674,21.2,0.53,Saturday,1,0,2021-05-01,239.669,1.798,1.28,0.203,8.69,0
India,2021-05-05,driving,55.6,0,0,73.61,68.28,74.46,25,15273.437,279.605,2.623,1.1,0.222,11.59,9.4,2.19,1333,450.419,6426.674,21.2,0.53,Wednesday,0,0,2021-05-01,264.439,2.309,1.2,0.214,9.09,0
India,2021-05-05,walking,68.39,0,0,73.61,68.28,74.46,25,15273.437,279.605,2.623,1.1,0.222,11.59,9.4,2.19,1333,450.419,6426.674,21.2,0.53,Wednesday,0,0,2021-05-01,264.439,2.309,1.2,0.214,9.09,1
India,2021-05-17,walking,66.84,0,0,81.94,72.97,79.82,25,18281.823,231.519,2.974,0.87,0.176,13.32,10.37,2.95,1317,450.419,6426.674,21.2,0.53,Monday,0,0,2021-05-01,271.868,2.914,0.96,0.206,9.99,1
India,2021-05-25,walking,73.18,0,0,81.94,72.97,79.82,25,19679.499,171.994,2.913,0.77,0.116,14.17,11.12,3.04,1068,450.419,6426.674,21.2,0.53,Tuesday,0,0,2021-05-01,205.505,3.004,0.83,0.154,10.62,1
India,2021-05-26,walking,72.98,0,0,81.94,72.97,79.82,25,19832.613,165.284,2.91,0.76,0.11,14.38,11.32,3.06,1244,450.419,6426.674,21.2,0.53,Wednesday,0,1,2021-05-01,198.383,3.035,0.82,0.146,10.62,1
India,2021-05-30,walking,79.32,0,0,81.94,72.97,79.82,25,20324.235,134.067,2.627,0.72,0.089,15.12,12,3.12,1754,450.419,6426.674,21.2,0.53,Sunday,1,0,2021-05-01,171.994,2.913,0.77,0.116,11.12,1
India,2021-05-31,walking,81.76,0,0,81.94,72.97,79.82,25,20416.634,126.932,2.553,0.72,0.086,15.25,12.12,3.13,1686,450.419,6426.674,21.2,0.53,Monday,0,0,2021-05-01,165.284,2.91,0.76,0.11,11.32,1
India,2021-06-03,walking,86.7,0,0,81.94,72.97,79.82,25,20705.985,105.475,2.257,0.7,0.061,15.82,12.63,3.19,1774,450.419,6426.674,21.2,0.53,Thursday,0,0,2021-06-01,141.27,2.765,0.73,0.093,11.9,1
India,2021-06-09,walking,100.29,0,0,81.94,72.97,79.82,25,21146.695,76.661,1.834,0.68,0.037,17.16,13.86,3.31,2192,450.419,6426.674,21.2,0.53,Wednesday,0,0,2021-06-01,99.962,2.233,0.69,0.052,12.98,1
India,2021-06-13,walking,114.66,0,0,81.94,72.97,79.82,25,21384.287,62.157,2.6,0.68,0.045,18.07,14.68,3.4,2214,450.419,6426.674,21.2,0.53,Sunday,1,0,2021-06-01,80.873,1.907,0.68,0.036,13.65,1
India,2021-06-17,driving,109.28,0,0,81.94,72.97,79.82,25,21567.173,50.514,2.113,0.7,0.037,19.06,15.55,3.51,2349,450.419,6426.674,21.2,0.53,Thursday,0,0,2021-06-01,65.284,2.446,0.68,0.042,14.47,0
India,2021-06-18,driving,117.67,0,0,81.94,72.97,79.82,25,21611.197,48.073,1.869,0.7,0.036,19.3,15.76,3.54,2345,450.419,6426.674,21.2,0.53,Friday,0,0,2021-06-01,62.157,2.6,0.68,0.045,14.68,0
India,2021-06-19,walking,121.72,0,0,81.94,72.97,79.82,25,21653.389,45.733,1.69,0.71,0.034,19.63,16.05,3.58,2559,450.419,6426.674,21.2,0.53,Saturday,1,0,2021-06-01,59.462,2.663,0.68,0.043,14.9,1
India,2021-06-22,walking,130.94,0,0,81.94,72.97,79.82,25,21759.865,40.953,1.148,0.73,0.031,21,17.29,3.72,3577,450.419,6426.674,21.2,0.53,Tuesday,0,0,2021-06-01,50.514,2.113,0.7,0.037,15.55,1
India,2021-06-27,walking,143.96,0,0,81.94,72.97,79.82,25,21941.474,35.622,0.89,0.78,0.026,23.05,19.05,3.99,4528,450.419,6426.674,21.2,0.53,Sunday,1,0,2021-06-01,40.953,1.148,0.73,0.031,17.29,1
India,2021-06-28,walking,142.71,0,0,81.94,72.97,79.82,25,21968.696,35.097,0.863,0.79,0.024,23.29,19.24,4.05,3945,450.419,6426.674,21.2,0.53,Monday,0,0,2021-06-01,39.593,1.043,0.74,0.03,17.52,1
India,2021-07-05,walking,154.53,0,0,81.94,72.97,79.82,25,22188.286,31.37,0.584,0.86,0.023,25.45,20.78,4.67,3085,450.419,6426.674,21.2,0.53,Monday,0,0,2021-07-01,34.043,0.774,0.81,0.023,19.67,1
India,2021-07-09,driving,159.85,0,0,81.94,72.97,79.82,25,22315.665,30.368,0.631,0.89,0.023,26.74,21.64,5.1,3814,450.419,6426.674,21.2,0.53,Friday,0,0,2021-07-01,31.666,0.621,0.85,0.022,20.61,0
India,2021-07-11,walking,165.53,0,0,81.94,72.97,79.82,25,22372.665,29.932,0.625,0.9,0.023,27.34,22.03,5.31,3103,450.419,6426.674,21.2,0.53,Sunday,1,0,2021-07-01,31.14,0.596,0.87,0.023,20.93,1
India,2021-07-18,walking,165.93,0,0,81.94,72.97,79.82,25,22568.21,27.935,0.553,0.94,0.021,29.34,23.33,6.02,3213,450.419,6426.674,21.2,0.53,Sunday,1,0,2021-07-01,29.242,0.745,0.91,0.022,22.56,1
India,2021-07-19,walking,157.38,0,0,81.94,72.97,79.82,25,22590.017,27.644,0.383,0.95,0.02,29.84,23.65,6.19,3145,450.419,6426.674,21.2,0.53,Monday,0,0,2021-07-01,28.812,0.721,0.92,0.022,22.72,1
India,2021-07-20,driving,137.98,0,0,81.94,72.97,79.82,25,22620.462,27.97,0.732,0.96,0.02,30.11,23.82,6.29,2875,450.419,6426.674,21.2,0.53,Tuesday,0,1,2021-07-01,28.352,0.682,0.92,0.021,22.91,0
India,2021-07-23,driving,163.67,0,0,81.94,72.97,79.82,25,22676.06,23.618,0.66,0.98,0.018,31.01,24.41,6.6,2918,450.419,6426.674,21.2,0.53,Friday,0,0,2021-07-01,27.935,0.553,0.94,0.021,23.33,0
India,2021-07-25,driving,166.42,0,0,81.94,72.97,79.82,25,22761.712,27.643,0.71,1.01,0.022,31.54,24.77,6.77,2775,450.419,6426.674,21.2,0.53,Sunday,1,0,2021-07-01,27.97,0.732,0.96,0.02,23.82,0
India,2021-07-30,walking,166.39,0,0,81.94,72.97,79.82,25,22908.618,33.223,0.449,1.01,0.027,33.44,26.07,7.37,3482,450.419,6426.674,21.2,0.53,Friday,0,0,2021-07-01,27.643,0.71,1.01,0.022,24.77,1
India,2021-07-31,driving,176.39,0,0,81.94,72.97,79.82,25,22938.93,29.392,0.393,1,0.024,33.44,26.07,7.37,3491,450.419,6426.674,21.2,0.53,Saturday,1,0,2021-07-01,27.601,0.714,1.01,0.022,25.11,0
India,2021-08-02,walking,167.4,0,0,81.94,72.97,79.82,25,22990.149,29.561,0.395,1,0.023,34.22,26.67,7.55,3814,450.419,6426.674,21.2,0.53,Monday,0,0,2021-08-01,27.991,0.38,1.01,0.023,25.55,1
India,2021-08-04,driving,146.92,0,0,81.94,72.97,79.82,25,23052.183,29.399,0.376,0.99,0.023,35.46,27.62,7.84,4000,450.419,6426.674,21.2,0.53,Wednesday,0,0,2021-08-01,33.223,0.449,1.01,0.027,26.07,0
India,2021-08-04,walking,168.52,0,0,81.94,72.97,79.82,25,23052.183,29.399,0.376,0.99,0.023,35.46,27.62,7.84,4000,450.419,6426.674,21.2,0.53,Wednesday,0,0,2021-08-01,33.223,0.449,1.01,0.027,26.07,1
India,2021-08-10,walking,169.67,0,0,81.94,72.97,79.82,25,23214.789,27.679,0.354,0.98,0.022,37.61,29.25,8.37,3498,450.419,6426.674,21.2,0.53,Tuesday,0,1,2021-08-01,29.442,0.366,0.99,0.023,27.94,1
Indonesia,2020-01-14,driving,100.95,0,0,5.56,3.12,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tuesday,0,0,2020-01-01,28.364,0.366,0.98,0.023,28.67,0
Indonesia,2020-01-15,walking,97.86,0,0,5.56,3.12,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wednesday,0,0,2020-01-01,28.121,0.361,0.98,0.022,29,1
Indonesia,2020-01-17,driving,127.22,0,0,5.56,3.12,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Friday,0,0,2020-01-01,27.679,0.354,0.98,0.022,29.25,0
Indonesia,2020-01-19,walking,107.06,0,0,8.33,4.69,5.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunday,1,0,2020-01-01,0,0,0,0,0,1
Indonesia,2020-01-22,walking,104.28,0,0,8.33,4.69,5.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wednesday,0,0,2020-01-01,0,0,0,0,0,1
Indonesia,2020-01-24,walking,125.3,0,0,8.33,4.69,5.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Friday,0,0,2020-01-01,0,0,0,0,0,1
Indonesia,2020-01-25,driving,144.2,0,0,8.33,4.69,5.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Saturday,1,0,2020-01-01,0,0,0,0,0,0
Indonesia,2020-02-02,walking,113.51,0,0,13.89,7.81,8.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunday,1,0,2020-02-01,0,0,0,0,0,1
Indonesia,2020-02-04,driving,103.6,0,0,23.15,13.02,14.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tuesday,0,0,2020-02-01,0,0,0,0,0,0
Indonesia,2020-02-12,driving,102.07,0,0,28.7,16.15,18.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wednesday,0,0,2020-02-01,0,0,0,0,0,0
Indonesia,2020-02-12,walking,97.3,0,0,28.7,16.15,18.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wednesday,0,0,2020-02-01,0,0,0,0,0,1
Indonesia,2020-02-13,walking,102.12,0,0,28.7,16.15,18.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thursday,0,0,2020-02-01,0,0,0,0,0,1
Indonesia,2020-02-14,walking,116.83,0,0,28.7,16.15,18.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Friday,0,0,2020-02-01,0,0,0,0,0,1
Indonesia,2020-02-20,driving,107.9,0,0,28.7,18.23,20.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thursday,0,0,2020-02-01,0,0,0,0,0,0
Indonesia,2020-02-21,driving,134.18,0,0,28.7,18.23,20.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Friday,0,0,2020-02-01,0,0,0,0,0,0
Indonesia,2020-02-24,walking,96.88,0,0,28.7,18.23,20.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monday,0,0,2020-02-01,0,0,0,0,0,1
Indonesia,2020-02-28,driving,129.12,0,0,28.7,18.23,20.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Friday,0,0,2020-02-01,0,0,0,0,0,0
Indonesia,2020-03-04,driving,97.14,0,0,37.04,22.92,26.19,0,0.007,0,0,0,0,0,0,0,0,145.725,11188.744,5.7,1.04,Wednesday,0,0,2020-03-01,0,0,0,0,0,0
Indonesia,2020-03-06,driving,130.82,0,0,37.04,22.92,26.19,0,0.015,0,0,0,0,0,0,0,0,145.725,11188.744,5.7,1.04,Friday,0,0,2020-03-01,0,0,0,0,0,0
Indonesia,2020-03-06,walking,110.2,0,0,37.04,22.92,26.19,0,0.015,0,0,0,0,0,0,0,0,145.725,11188.744,5.7,1.04,Friday,0,0,2020-03-01,0,0,0,0,0,1
Indonesia,2020-03-08,driving,106.16,0,0,37.04,22.92,26.19,0,0.022,0.003,0,0,0,0,0,0,0,145.725,11188.744,5.7,1.04,Sunday,1,0,2020-03-01,0,0,0,0,0,0
Indonesia,2020-03-10,driving,96.96,0,0,37.04,22.92,26.19,0,0.099,0.013,0,0,0,0,0,0,0,145.725,11188.744,5.7,1.04,Tuesday,0,0,2020-03-01,0,0,0,0,0,0
Indonesia,2020-03-14,driving,116.88,0,0,37.04,22.92,26.19,0,0.351,0.048,0.003,0,0,0,0,0,0,145.725,11188.744,5.7,1.04,Saturday,1,0,2020-03-01,0.009,0,0,0,0,0
Indonesia,2020-03-15,driving,87.76,0,0,40.74,28.13,32.14,0,0.428,0.058,0.003,0,0,0,0,0,0,145.725,11188.744,5.7,1.04,Sunday,1,0,2020-03-01,0.013,0,0,0,0,0
Indonesia,2020-03-21,walking,48.79,0,0,45.37,30.73,35.12,0,1.645,0.185,0.017,2.01,0,0,0,0,0,145.725,11188.744,5.7,1.04,Saturday,1,0,2020-03-01,0.06,0.003,2.08,0,0,1
Indonesia,2020-03-29,walking,31.08,0,0,50.93,33.85,38.69,0,4.698,0.403,0.034,1.59,0.2,0,0,0,0,145.725,11188.744,5.7,1.04,Sunday,1,0,2020-03-01,0.268,0.026,1.84,0.319,0,1
Indonesia,2020-04-02,driving,41.87,0,0,50.93,36.98,38.69,25,6.544,0.468,0.048,1.42,0.276,0,0,0,0,145.725,11188.744,5.7,1.04,Thursday,0,0,2020-04-01,0.368,0.033,1.63,0.195,0,0
Indonesia,2020-04-03,driving,43.66,0,0,50.93,36.98,38.69,25,7.261,0.491,0.049,1.44,0.3,0,0,0,0,145.725,11188.744,5.7,1.04,Friday,0,0,2020-04-01,0.403,0.034,1.59,0.2,0,0
Indonesia,2020-04-06,walking,32.38,0,0,50.93,43.23,45.83,25,9.107,0.563,0.045,1.54,0.219,0,0,0,0,145.725,11188.744,5.7,1.04,Monday,0,0,2020-04-01,0.463,0.052,1.44,0.263,0,1
Indonesia,2020-04-07,driving,41.97,0,0,60.65,48.7,52.08,25,10.01,0.632,0.044,1.55,0.179,0,0,0,0,145.725,11188.744,5.7,1.04,Tuesday,0,0,2020-04-01,0.468,0.048,1.42,0.276,0,0
Indonesia,2020-04-14,walking,33.3,0,0,71.76,58.07,62.8,25,17.691,1.097,0.124,1.35,0.115,0,0,0,0,145.725,11188.744,5.7,1.04,Tuesday,0,0,2020-04-01,0.785,0.057,1.53,0.156,0,1
Indonesia,2020-04-17,driving,42.84,0,0,71.76,58.07,62.8,25,21.654,1.259,0.112,1.24,0.136,0,0,0,0,145.725,11188.744,5.7,1.04,Friday,0,0,2020-04-01,1.028,0.091,1.49,0.113,0,0
Indonesia,2020-04-22,driving,43.8,0,0,71.76,58.07,62.8,25,27.12,1.192,0.087,1.11,0.159,0,0,0,0,145.725,11188.744,5.7,1.04,Wednesday,0,0,2020-04-01,1.259,0.112,1.24,0.136,0,0
Indonesia,2020-04-23,walking,28.66,0,0,71.76,58.07,62.8,25,28.425,1.18,0.079,1.11,0.165,0,0,0,0,145.725,11188.744,5.7,1.04,Thursday,0,0,2020-04-01,1.257,0.109,1.2,0.122,0,1
Indonesia,2020-04-27,driving,37.98,0,0,80.09,62.76,68.15,25,33.255,1.22,0.091,1.06,0.149,0,0,0,0,145.725,11188.744,5.7,1.04,Monday,0,0,2020-04-01,1.192,0.087,1.11,0.159,0,0
Indonesia,2020-04-30,walking,31.92,0,0,80.09,62.76,68.15,25,36.991,1.224,0.076,1.06,0.099,0,0,0,0,145.725,11188.744,5.7,1.04,Thursday,0,0,2020-04-01,1.232,0.097,1.1,0.18,0,1
Indonesia,2020-05-03,driving,43.29,0,0,74.54,59.64,64.58,25,40.918,1.206,0.053,1.12,0.089,0,0,0,0,145.725,11188.744,5.7,1.04,Sunday,1,0,2020-05-01,1.241,0.082,1.06,0.145,0,0
Indonesia,2020-05-14,driving,47.25,0,0,74.54,59.64,64.58,25,58.518,1.687,0.059,1.22,0.104,0,0,0,0,145.725,11188.744,5.7,1.04,Thursday,0,0,2020-05-01,1.338,0.075,1.11,0.095,0,0
Indonesia,2020-05-14,walking,36.89,0,0,74.54,59.64,64.58,25,58.518,1.687,0.059,1.22,0.104,0,0,0,0,145.725,11188.744,5.7,1.04,Thursday,0,0,2020-05-01,1.338,0.075,1.11,0.095,0,1
Indonesia,2020-05-19,driving,55.13,0,0,74.54,59.64,64.58,25,67.621,1.957,0.112,1.23,0.133,0,0,0,0,145.725,11188.744,5.7,1.04,Tuesday,0,0,2020-05-01,1.687,0.059,1.22,0.104,0,0
Indonesia,2020-05-23,driving,57.34,0,0,71.76,58.07,62.8,25,79.5,2.465,0.137,1.2,0.117,0,0,0,0,145.725,11188.744,5.7,1.04,Saturday,1,0,2020-05-01,1.956,0.104,1.23,0.14,0,0
Indonesia,2020-05-23,walking,43.87,0,0,71.76,58.07,62.8,25,79.5,2.465,0.137,1.2,0.117,0,0,0,0,145.725,11188.744,5.7,1.04,Saturday,1,0,2020-05-01,1.956,0.104,1.23,0.14,0,1
Indonesia,2020-05-27,driving,58.91,0,0,71.76,58.07,62.8,25,87.199,2.435,0.121,1.06,0.113,0,0,0,0,145.725,11188.744,5.7,1.04,Wednesday,0,0,2020-05-01,2.246,0.131,1.23,0.116,0,0
Indonesia,2020-05-27,walking,44.39,0,0,71.76,58.07,62.8,25,87.199,2.435,0.121,1.06,0.113,0,0,0,0,145.725,11188.744,5.7,1.04,Wednesday,0,0,2020-05-01,2.246,0.131,1.23,0.116,0,1
Indonesia,2020-05-28,driving,57.42,43000000000,0,71.76,58.07,62.8,25,89.711,2.286,0.114,1.06,0.11,0,0,0,0,145.725,11188.744,5.7,1.04,Thursday,0,0,2020-05-01,2.465,0.137,1.2,0.117,0,0
Indonesia,2020-05-29,driving,66.81,0,0,71.76,58.07,62.8,25,92.189,2.308,0.101,1.06,0.122,0,0,0,0,145.725,11188.744,5.7,1.04,Friday,0,0,2020-05-01,2.485,0.117,1.14,0.121,0,0
Indonesia,2020-05-31,driving,69.73,0,0,71.76,58.07,62.8,25,96.785,2.195,0.126,1.07,0.096,0,0,0,0,145.725,11188.744,5.7,1.04,Sunday,1,0,2020-05-01,2.439,0.103,1.06,0.115,0,0
Indonesia,2020-06-01,walking,49.71,0,0,71.76,58.07,62.8,25,98.492,2.188,0.131,1.07,0.086,0,0,0,0,145.725,11188.744,5.7,1.04,Monday,0,1,2020-06-01,2.435,0.121,1.06,0.113,0,1
Indonesia,2020-06-02,driving,63.88,0,0,71.76,58.07,62.8,25,100.719,2.29,0.128,1.08,0.088,0,0,0,0,145.725,11188.744,5.7,1.04,Tuesday,0,0,2020-06-01,2.286,0.114,1.06,0.11,0,0
Indonesia,2020-06-05,driving,72.65,0,0,71.76,58.07,62.8,25,107.929,2.248,0.131,1.17,0.083,0,0,0,0,145.725,11188.744,5.7,1.04,Friday,0,0,2020-06-01,2.195,0.126,1.07,0.096,0,0
Indonesia,2020-06-07,walking,53.13,0,0,71.76,58.07,62.8,25,114.016,2.462,0.124,1.24,0.104,0,0,0,0,145.725,11188.744,5.7,1.04,Sunday,1,0,2020-06-01,2.29,0.128,1.08,0.088,0,1
Indonesia,2020-06-14,driving,79.67,0,0,68.06,55.99,60.42,25,139.94,3.704,0.148,1.19,0.136,0,0,0,0,145.725,11188.744,5.7,1.04,Sunday,1,0,2020-06-01,2.887,0.136,1.29,0.126,0,0
Indonesia,2020-06-15,walking,54.43,0,0,68.06,55.99,60.42,25,143.659,3.792,0.165,1.18,0.133,0,0,0,0,145.725,11188.744,5.7,1.04,Monday,0,0,2020-06-01,3.177,0.136,1.28,0.148,0,1
Indonesia,2020-06-26,driving,95.96,0,0,68.06,55.99,60.42,25,188.017,3.982,0.162,1.12,0.106,0,0,0,0,145.725,11188.744,5.7,1.04,Friday,0,0,2020-06-01,3.977,0.173,1.09,0.123,0,0
Indonesia,2020-06-30,walking,59.78,0,0,62.5,52.86,56.85,25,206.143,4.434,0.178,1.15,0.112,0,0,0,0,145.725,11188.744,5.7,1.04,Tuesday,0,0,2020-06-01,3.878,0.147,1.1,0.108,0,1
Indonesia,2020-07-05,driving,100.24,0,0,62.5,52.86,56.85,25,233.066,5.087,0.218,1.17,0.116,0,0,0,0,145.725,11188.744,5.7,1.04,Sunday,1,0,2020-07-01,4.434,0.178,1.15,0.112,0,0
Indonesia,2020-07-08,driving,91.66,0,0,62.5,52.86,56.85,25,248.896,5.384,0.222,1.2,0.124,0,0,0,0,145.725,11188.744,5.7,1.04,Wednesday,0,0,2020-07-01,4.841,0.184,1.15,0.118,0,0
Indonesia,2020-07-12,walking,65.83,0,0,62.5,52.86,56.85,25,276.755,6.241,0.227,1.1,0.149,0,0,0,0,145.725,11188.744,5.7,1.04,Sunday,1,0,2020-07-01,5.14,0.226,1.18,0.115,0,1
Indonesia,2020-07-13,driving,86.62,0,0,62.5,52.86,56.85,25,281.442,6.279,0.217,1.07,0.154,0,0,0,0,145.725,11188.744,5.7,1.04,Monday,0,0,2020-07-01,5.384,0.222,1.2,0.124,0,0
Indonesia,2020-07-20,walking,64.03,0,0,62.5,52.86,56.85,25,322.51,5.867,0.304,1.08,0.124,0,0,0,0,145.725,11188.744,5.7,1.04,Monday,0,0,2020-07-01,6.275,0.229,1.03,0.146,0,1
Indonesia,2020-07-21,walking,62.64,0,0,62.5,52.86,56.85,25,328.56,5.9,0.319,1.07,0.12,0,0,0,0,145.725,11188.744,5.7,1.04,Tuesday,0,0,2020-07-01,5.71,0.238,1.02,0.134,0,1
Indonesia,2020-07-25,driving,117.71,0,0,62.5,52.86,56.85,25,355.677,6.478,0.365,1.05,0.135,0,0,0,0,145.725,11188.744,5.7,1.04,Saturday,1,0,2020-07-01,5.867,0.304,1.08,0.124,0,0
Indonesia,2020-07-26,walking,64.99,0,0,62.5,52.86,56.85,25,361.132,6.402,0.333,1.05,0.137,0,0,0,0,145.725,11188.744,5.7,1.04,Sunday,1,0,2020-07-01,5.9,0.319,1.07,0.12,0,1
Indonesia,2020-07-29,driving,88.44,0,0,62.5,52.86,56.85,25,381.802,6.623,0.269,1.07,0.139,0,0,0,0,145.725,11188.744,5.7,1.04,Wednesday,0,0,2020-07-01,6.418,0.37,1.05,0.132,0,0
Indonesia,2020-07-29,walking,61.32,0,0,62.5,52.86,56.85,25,381.802,6.623,0.269,1.07,0.139,0,0,0,0,145.725,11188.744,5.7,1.04,Wednesday,0,0,2020-07-01,6.418,0.37,1.05,0.132,0,1
Indonesia,2020-07-31,driving,104.82,0,0,62.5,52.86,56.85,25,396.222,6.768,0.243,1.04,0.145,0,0,0,0,145.725,11188.744,5.7,1.04,Friday,0,0,2020-07-01,6.402,0.333,1.05,0.137,0,0
Indonesia,2020-08-04,driving,93,0,0,62.5,52.86,56.85,25,420.644,6.792,0.254,1.05,0.13,0,0,0,0,145.725,11188.744,5.7,1.04,Tuesday,0,0,2020-08-01,6.622,0.252,1.05,0.136,0,0
Indonesia,2020-08-07,driving,120.02,0,0,62.5,52.86,56.85,25,443.201,6.711,0.241,1.08,0.151,0,0,0,0,145.725,11188.744,5.7,1.04,Friday,0,0,2020-08-01,6.621,0.238,1.03,0.148,0,0
Indonesia,2020-08-15,walking,89.16,0,0,59.72,51.3,55.06,25,502.582,7.294,0.216,1.06,0.157,0,0,0,0,145.725,11188.744,5.7,1.04,Saturday,1,0,2020-08-01,7.285,0.242,1.05,0.154,0,1
Indonesia,2020-08-17,driving,100.08,0,0,59.72,51.3,55.06,25,516.848,7.462,0.231,1.04,0.17,0,0,0,0,145.725,11188.744,5.7,1.04,Monday,0,1,2020-08-01,7.232,0.236,1.04,0.155,0,0
Indonesia,2020-08-18,driving,91.41,0,0,59.72,51.3,55.06,25,522.964,7.451,0.237,1.03,0.172,0,0,0,0,145.725,11188.744,5.7,1.04,Tuesday,0,0,2020-08-01,7.345,0.233,1.05,0.155,0,0
Indonesia,2020-08-20,walking,68.26,0,0,59.72,51.3,55.06,25,538.202,7.518,0.235,1.04,0.169,0,0,0,0,145.725,11188.744,5.7,1.04,Thursday,0,0,2020-08-01,7.294,0.216,1.06,0.157,0,1
Indonesia,2020-08-30,walking,66.17,0,0,59.72,51.3,55.06,25,629.024,9.672,0.346,1.2,0.166,0,0,0,0,145.725,11188.744,5.7,1.04,Sunday,1,0,2020-08-01,7.738,0.303,1.14,0.134,0,1
Indonesia,2020-08-31,driving,87.53,0,0,59.72,51.3,55.06,25,639.053,10.124,0.344,1.2,0.182,0,0,0,0,145.725,11188.744,5.7,1.04,Monday,0,0,2020-08-01,7.949,0.312,1.16,0.144,0,0
Indonesia,2020-09-07,walking,63.15,0,0,59.72,52.86,55.06,37.5,720.19,11.591,0.372,1.14,0.164,0,0,0,0,145.725,11188.744,5.7,1.04,Monday,0,0,2020-09-01,10.697,0.351,1.18,0.186,0,1
